#    L    TT             EE             BB             TE          
 10840   0.176536E+00   0.190549E-02   0.167235E-02  -0.231617E-02
 10841   0.176491E+00   0.190514E-02   0.167209E-02  -0.231576E-02
 10842   0.176477E+00   0.190481E-02   0.167182E-02  -0.231536E-02
 10843   0.176433E+00   0.190446E-02   0.167156E-02  -0.231495E-02
 10844   0.176419E+00   0.190413E-02   0.167129E-02  -0.231454E-02
 10845   0.176374E+00   0.190378E-02   0.167103E-02  -0.231414E-02
 10846   0.176360E+00   0.190345E-02   0.167076E-02  -0.231373E-02
 10847   0.176315E+00   0.190311E-02   0.167051E-02  -0.231332E-02
 10848   0.176301E+00   0.190278E-02   0.167024E-02  -0.231292E-02
 10849   0.176256E+00   0.190243E-02   0.166998E-02  -0.231251E-02
 10850   0.176242E+00   0.190210E-02   0.166971E-02  -0.231210E-02
 10851   0.176197E+00   0.190175E-02   0.166945E-02  -0.231170E-02
 10852   0.176184E+00   0.190142E-02   0.166918E-02  -0.231129E-02
 10853   0.176139E+00   0.190108E-02   0.166893E-02  -0.231089E-02
 10854   0.176125E+00   0.190075E-02   0.166866E-02  -0.231048E-02
 10855   0.176080E+00   0.190040E-02   0.166840E-02  -0.231007E-02
 10856   0.176066E+00   0.190007E-02   0.166813E-02  -0.230967E-02
 10857   0.176021E+00   0.189973E-02   0.166787E-02  -0.230926E-02
 10858   0.176008E+00   0.189939E-02   0.166761E-02  -0.230886E-02
 10859   0.175963E+00   0.189905E-02   0.166735E-02  -0.230845E-02
 10860   0.175949E+00   0.189872E-02   0.166708E-02  -0.230805E-02
 10861   0.175904E+00   0.189838E-02   0.166682E-02  -0.230764E-02
 10862   0.175890E+00   0.189805E-02   0.166655E-02  -0.230724E-02
 10863   0.175846E+00   0.189770E-02   0.166630E-02  -0.230683E-02
 10864   0.175832E+00   0.189737E-02   0.166603E-02  -0.230643E-02
 10865   0.175787E+00   0.189703E-02   0.166577E-02  -0.230602E-02
 10866   0.175773E+00   0.189670E-02   0.166550E-02  -0.230562E-02
 10867   0.175729E+00   0.189635E-02   0.166525E-02  -0.230521E-02
 10868   0.175715E+00   0.189602E-02   0.166498E-02  -0.230481E-02
 10869   0.175670E+00   0.189568E-02   0.166472E-02  -0.230440E-02
 10870   0.175657E+00   0.189535E-02   0.166446E-02  -0.230400E-02
 10871   0.175612E+00   0.189501E-02   0.166420E-02  -0.230360E-02
 10872   0.175598E+00   0.189468E-02   0.166393E-02  -0.230319E-02
 10873   0.175553E+00   0.189434E-02   0.166368E-02  -0.230279E-02
 10874   0.175540E+00   0.189401E-02   0.166341E-02  -0.230238E-02
 10875   0.175495E+00   0.189366E-02   0.166315E-02  -0.230198E-02
 10876   0.175481E+00   0.189333E-02   0.166288E-02  -0.230158E-02
 10877   0.175437E+00   0.189299E-02   0.166263E-02  -0.230117E-02
 10878   0.175423E+00   0.189266E-02   0.166236E-02  -0.230077E-02
 10879   0.175378E+00   0.189232E-02   0.166211E-02  -0.230037E-02
 10880   0.175365E+00   0.189199E-02   0.166184E-02  -0.229996E-02
 10881   0.175320E+00   0.189165E-02   0.166158E-02  -0.229956E-02
 10882   0.175307E+00   0.189132E-02   0.166132E-02  -0.229916E-02
 10883   0.175262E+00   0.189098E-02   0.166106E-02  -0.229875E-02
 10884   0.175248E+00   0.189065E-02   0.166079E-02  -0.229835E-02
 10885   0.175204E+00   0.189031E-02   0.166054E-02  -0.229795E-02
 10886   0.175190E+00   0.188998E-02   0.166027E-02  -0.229754E-02
 10887   0.175146E+00   0.188964E-02   0.166002E-02  -0.229714E-02
 10888   0.175132E+00   0.188931E-02   0.165975E-02  -0.229674E-02
 10889   0.175087E+00   0.188897E-02   0.165949E-02  -0.229634E-02
 10890   0.175074E+00   0.188864E-02   0.165923E-02  -0.229594E-02
 10891   0.175029E+00   0.188830E-02   0.165897E-02  -0.229553E-02
 10892   0.175016E+00   0.188797E-02   0.165871E-02  -0.229513E-02
 10893   0.174971E+00   0.188763E-02   0.165845E-02  -0.229473E-02
 10894   0.174958E+00   0.188730E-02   0.165819E-02  -0.229433E-02
 10895   0.174913E+00   0.188696E-02   0.165793E-02  -0.229393E-02
 10896   0.174900E+00   0.188663E-02   0.165766E-02  -0.229352E-02
 10897   0.174855E+00   0.188629E-02   0.165741E-02  -0.229312E-02
 10898   0.174842E+00   0.188597E-02   0.165714E-02  -0.229272E-02
 10899   0.174797E+00   0.188563E-02   0.165689E-02  -0.229232E-02
 10900   0.174784E+00   0.188530E-02   0.165662E-02  -0.229192E-02
 10901   0.174739E+00   0.188496E-02   0.165637E-02  -0.229152E-02
 10902   0.174726E+00   0.188463E-02   0.165610E-02  -0.229112E-02
 10903   0.174681E+00   0.188429E-02   0.165585E-02  -0.229072E-02
 10904   0.174668E+00   0.188396E-02   0.165558E-02  -0.229031E-02
 10905   0.174623E+00   0.188362E-02   0.165533E-02  -0.228991E-02
 10906   0.174610E+00   0.188330E-02   0.165506E-02  -0.228951E-02
 10907   0.174566E+00   0.188296E-02   0.165481E-02  -0.228911E-02
 10908   0.174552E+00   0.188263E-02   0.165454E-02  -0.228871E-02
 10909   0.174508E+00   0.188229E-02   0.165429E-02  -0.228831E-02
 10910   0.174495E+00   0.188197E-02   0.165403E-02  -0.228791E-02
 10911   0.174450E+00   0.188163E-02   0.165377E-02  -0.228751E-02
 10912   0.174437E+00   0.188130E-02   0.165351E-02  -0.228711E-02
 10913   0.174392E+00   0.188096E-02   0.165325E-02  -0.228671E-02
 10914   0.174379E+00   0.188064E-02   0.165299E-02  -0.228631E-02
 10915   0.174335E+00   0.188030E-02   0.165273E-02  -0.228591E-02
 10916   0.174321E+00   0.187997E-02   0.165247E-02  -0.228551E-02
 10917   0.174277E+00   0.187963E-02   0.165222E-02  -0.228511E-02
 10918   0.174264E+00   0.187931E-02   0.165195E-02  -0.228471E-02
 10919   0.174219E+00   0.187897E-02   0.165170E-02  -0.228431E-02
 10920   0.174206E+00   0.187864E-02   0.165143E-02  -0.228391E-02
 10921   0.174162E+00   0.187830E-02   0.165118E-02  -0.228351E-02
 10922   0.174148E+00   0.187798E-02   0.165092E-02  -0.228312E-02
 10923   0.174104E+00   0.187764E-02   0.165066E-02  -0.228272E-02
 10924   0.174091E+00   0.187732E-02   0.165040E-02  -0.228232E-02
 10925   0.174046E+00   0.187698E-02   0.165015E-02  -0.228192E-02
 10926   0.174033E+00   0.187665E-02   0.164988E-02  -0.228152E-02
 10927   0.173989E+00   0.187632E-02   0.164963E-02  -0.228112E-02
 10928   0.173976E+00   0.187599E-02   0.164936E-02  -0.228072E-02
 10929   0.173931E+00   0.187565E-02   0.164911E-02  -0.228032E-02
 10930   0.173918E+00   0.187533E-02   0.164885E-02  -0.227993E-02
 10931   0.173874E+00   0.187499E-02   0.164860E-02  -0.227953E-02
 10932   0.173861E+00   0.187467E-02   0.164833E-02  -0.227913E-02
 10933   0.173816E+00   0.187433E-02   0.164808E-02  -0.227873E-02
 10934   0.173803E+00   0.187401E-02   0.164782E-02  -0.227833E-02
 10935   0.173759E+00   0.187367E-02   0.164756E-02  -0.227794E-02
 10936   0.173746E+00   0.187334E-02   0.164730E-02  -0.227754E-02
 10937   0.173702E+00   0.187301E-02   0.164705E-02  -0.227714E-02
 10938   0.173689E+00   0.187268E-02   0.164678E-02  -0.227674E-02
 10939   0.173644E+00   0.187235E-02   0.164653E-02  -0.227635E-02
 10940   0.173631E+00   0.187202E-02   0.164627E-02  -0.227595E-02
 10941   0.173587E+00   0.187169E-02   0.164602E-02  -0.227555E-02
 10942   0.173574E+00   0.187136E-02   0.164575E-02  -0.227515E-02
 10943   0.173530E+00   0.187103E-02   0.164550E-02  -0.227476E-02
 10944   0.173517E+00   0.187070E-02   0.164524E-02  -0.227436E-02
 10945   0.173472E+00   0.187037E-02   0.164499E-02  -0.227396E-02
 10946   0.173460E+00   0.187004E-02   0.164473E-02  -0.227357E-02
 10947   0.173415E+00   0.186971E-02   0.164447E-02  -0.227317E-02
 10948   0.173402E+00   0.186939E-02   0.164421E-02  -0.227277E-02
 10949   0.173358E+00   0.186905E-02   0.164396E-02  -0.227238E-02
 10950   0.173345E+00   0.186873E-02   0.164370E-02  -0.227198E-02
 10951   0.173301E+00   0.186839E-02   0.164345E-02  -0.227158E-02
 10952   0.173288E+00   0.186807E-02   0.164318E-02  -0.227119E-02
 10953   0.173244E+00   0.186773E-02   0.164293E-02  -0.227079E-02
 10954   0.173231E+00   0.186741E-02   0.164267E-02  -0.227039E-02
 10955   0.173187E+00   0.186708E-02   0.164242E-02  -0.227000E-02
 10956   0.173174E+00   0.186675E-02   0.164216E-02  -0.226960E-02
 10957   0.173129E+00   0.186642E-02   0.164191E-02  -0.226921E-02
 10958   0.173117E+00   0.186610E-02   0.164164E-02  -0.226881E-02
 10959   0.173072E+00   0.186576E-02   0.164139E-02  -0.226842E-02
 10960   0.173060E+00   0.186544E-02   0.164113E-02  -0.226802E-02
 10961   0.173015E+00   0.186511E-02   0.164088E-02  -0.226762E-02
 10962   0.173003E+00   0.186478E-02   0.164062E-02  -0.226723E-02
 10963   0.172958E+00   0.186445E-02   0.164037E-02  -0.226683E-02
 10964   0.172946E+00   0.186413E-02   0.164011E-02  -0.226644E-02
 10965   0.172901E+00   0.186379E-02   0.163986E-02  -0.226604E-02
 10966   0.172889E+00   0.186347E-02   0.163959E-02  -0.226565E-02
 10967   0.172845E+00   0.186314E-02   0.163934E-02  -0.226525E-02
 10968   0.172832E+00   0.186282E-02   0.163908E-02  -0.226486E-02
 10969   0.172788E+00   0.186248E-02   0.163883E-02  -0.226447E-02
 10970   0.172775E+00   0.186216E-02   0.163857E-02  -0.226407E-02
 10971   0.172731E+00   0.186183E-02   0.163832E-02  -0.226368E-02
 10972   0.172718E+00   0.186151E-02   0.163806E-02  -0.226328E-02
 10973   0.172674E+00   0.186117E-02   0.163781E-02  -0.226289E-02
 10974   0.172661E+00   0.186085E-02   0.163755E-02  -0.226249E-02
 10975   0.172617E+00   0.186052E-02   0.163730E-02  -0.226210E-02
 10976   0.172605E+00   0.186020E-02   0.163704E-02  -0.226171E-02
 10977   0.172560E+00   0.185987E-02   0.163679E-02  -0.226131E-02
 10978   0.172548E+00   0.185955E-02   0.163653E-02  -0.226092E-02
 10979   0.172504E+00   0.185921E-02   0.163628E-02  -0.226052E-02
 10980   0.172491E+00   0.185889E-02   0.163602E-02  -0.226013E-02
 10981   0.172447E+00   0.185856E-02   0.163577E-02  -0.225974E-02
 10982   0.172434E+00   0.185824E-02   0.163551E-02  -0.225934E-02
 10983   0.172390E+00   0.185791E-02   0.163526E-02  -0.225895E-02
 10984   0.172378E+00   0.185759E-02   0.163500E-02  -0.225856E-02
 10985   0.172334E+00   0.185725E-02   0.163475E-02  -0.225816E-02
 10986   0.172321E+00   0.185693E-02   0.163449E-02  -0.225777E-02
 10987   0.172277E+00   0.185660E-02   0.163424E-02  -0.225738E-02
 10988   0.172265E+00   0.185628E-02   0.163398E-02  -0.225699E-02
 10989   0.172220E+00   0.185595E-02   0.163373E-02  -0.225659E-02
 10990   0.172208E+00   0.185563E-02   0.163347E-02  -0.225620E-02
 10991   0.172164E+00   0.185530E-02   0.163322E-02  -0.225581E-02
 10992   0.172151E+00   0.185498E-02   0.163296E-02  -0.225542E-02
 10993   0.172107E+00   0.185465E-02   0.163271E-02  -0.225502E-02
 10994   0.172095E+00   0.185433E-02   0.163245E-02  -0.225463E-02
 10995   0.172051E+00   0.185400E-02   0.163221E-02  -0.225424E-02
 10996   0.172039E+00   0.185368E-02   0.163194E-02  -0.225385E-02
 10997   0.171994E+00   0.185335E-02   0.163170E-02  -0.225345E-02
 10998   0.171982E+00   0.185303E-02   0.163144E-02  -0.225306E-02
 10999   0.171938E+00   0.185270E-02   0.163119E-02  -0.225267E-02
 11000   0.171926E+00   0.185238E-02   0.163093E-02  -0.225228E-02
 11001   0.171882E+00   0.185205E-02   0.163068E-02  -0.225189E-02
 11002   0.171869E+00   0.185173E-02   0.163042E-02  -0.225150E-02
 11003   0.171825E+00   0.185140E-02   0.163017E-02  -0.225110E-02
 11004   0.171813E+00   0.185108E-02   0.162991E-02  -0.225071E-02
 11005   0.171769E+00   0.185075E-02   0.162967E-02  -0.225032E-02
 11006   0.171757E+00   0.185043E-02   0.162941E-02  -0.224993E-02
 11007   0.171712E+00   0.185010E-02   0.162916E-02  -0.224954E-02
 11008   0.171700E+00   0.184978E-02   0.162890E-02  -0.224915E-02
 11009   0.171656E+00   0.184945E-02   0.162865E-02  -0.224876E-02
 11010   0.171644E+00   0.184914E-02   0.162839E-02  -0.224837E-02
 11011   0.171600E+00   0.184881E-02   0.162815E-02  -0.224798E-02
 11012   0.171588E+00   0.184849E-02   0.162789E-02  -0.224759E-02
 11013   0.171544E+00   0.184816E-02   0.162764E-02  -0.224720E-02
 11014   0.171532E+00   0.184784E-02   0.162738E-02  -0.224681E-02
 11015   0.171488E+00   0.184751E-02   0.162714E-02  -0.224642E-02
 11016   0.171475E+00   0.184719E-02   0.162688E-02  -0.224602E-02
 11017   0.171431E+00   0.184686E-02   0.162663E-02  -0.224563E-02
 11018   0.171419E+00   0.184655E-02   0.162637E-02  -0.224524E-02
 11019   0.171375E+00   0.184622E-02   0.162612E-02  -0.224485E-02
 11020   0.171363E+00   0.184590E-02   0.162587E-02  -0.224446E-02
 11021   0.171319E+00   0.184557E-02   0.162562E-02  -0.224408E-02
 11022   0.171307E+00   0.184526E-02   0.162536E-02  -0.224369E-02
 11023   0.171263E+00   0.184493E-02   0.162511E-02  -0.224330E-02
 11024   0.171251E+00   0.184461E-02   0.162486E-02  -0.224291E-02
 11025   0.171207E+00   0.184428E-02   0.162461E-02  -0.224252E-02
 11026   0.171195E+00   0.184396E-02   0.162435E-02  -0.224213E-02
 11027   0.171151E+00   0.184364E-02   0.162411E-02  -0.224174E-02
 11028   0.171139E+00   0.184332E-02   0.162385E-02  -0.224135E-02
 11029   0.171095E+00   0.184299E-02   0.162360E-02  -0.224096E-02
 11030   0.171083E+00   0.184268E-02   0.162334E-02  -0.224057E-02
 11031   0.171039E+00   0.184235E-02   0.162310E-02  -0.224018E-02
 11032   0.171027E+00   0.184203E-02   0.162284E-02  -0.223979E-02
 11033   0.170983E+00   0.184170E-02   0.162259E-02  -0.223941E-02
 11034   0.170971E+00   0.184139E-02   0.162234E-02  -0.223902E-02
 11035   0.170927E+00   0.184106E-02   0.162209E-02  -0.223863E-02
 11036   0.170915E+00   0.184074E-02   0.162183E-02  -0.223824E-02
 11037   0.170871E+00   0.184042E-02   0.162159E-02  -0.223785E-02
 11038   0.170860E+00   0.184010E-02   0.162133E-02  -0.223746E-02
 11039   0.170816E+00   0.183977E-02   0.162108E-02  -0.223708E-02
 11040   0.170804E+00   0.183946E-02   0.162083E-02  -0.223669E-02
 11041   0.170760E+00   0.183913E-02   0.162058E-02  -0.223630E-02
 11042   0.170748E+00   0.183882E-02   0.162032E-02  -0.223591E-02
 11043   0.170704E+00   0.183849E-02   0.162008E-02  -0.223552E-02
 11044   0.170692E+00   0.183817E-02   0.161982E-02  -0.223514E-02
 11045   0.170648E+00   0.183785E-02   0.161958E-02  -0.223475E-02
 11046   0.170636E+00   0.183753E-02   0.161932E-02  -0.223436E-02
 11047   0.170593E+00   0.183720E-02   0.161908E-02  -0.223397E-02
 11048   0.170581E+00   0.183689E-02   0.161882E-02  -0.223359E-02
 11049   0.170537E+00   0.183656E-02   0.161857E-02  -0.223320E-02
 11050   0.170525E+00   0.183625E-02   0.161832E-02  -0.223281E-02
 11051   0.170481E+00   0.183592E-02   0.161807E-02  -0.223243E-02
 11052   0.170469E+00   0.183561E-02   0.161782E-02  -0.223204E-02
 11053   0.170426E+00   0.183528E-02   0.161757E-02  -0.223165E-02
 11054   0.170414E+00   0.183497E-02   0.161731E-02  -0.223127E-02
 11055   0.170370E+00   0.183464E-02   0.161707E-02  -0.223088E-02
 11056   0.170358E+00   0.183433E-02   0.161681E-02  -0.223049E-02
 11057   0.170314E+00   0.183400E-02   0.161657E-02  -0.223011E-02
 11058   0.170303E+00   0.183369E-02   0.161631E-02  -0.222972E-02
 11059   0.170259E+00   0.183336E-02   0.161607E-02  -0.222933E-02
 11060   0.170247E+00   0.183305E-02   0.161581E-02  -0.222895E-02
 11061   0.170203E+00   0.183272E-02   0.161557E-02  -0.222856E-02
 11062   0.170192E+00   0.183241E-02   0.161531E-02  -0.222817E-02
 11063   0.170148E+00   0.183208E-02   0.161507E-02  -0.222779E-02
 11064   0.170136E+00   0.183177E-02   0.161481E-02  -0.222740E-02
 11065   0.170092E+00   0.183145E-02   0.161457E-02  -0.222702E-02
 11066   0.170081E+00   0.183113E-02   0.161431E-02  -0.222663E-02
 11067   0.170037E+00   0.183081E-02   0.161407E-02  -0.222625E-02
 11068   0.170025E+00   0.183049E-02   0.161381E-02  -0.222586E-02
 11069   0.169982E+00   0.183017E-02   0.161357E-02  -0.222548E-02
 11070   0.169970E+00   0.182986E-02   0.161331E-02  -0.222509E-02
 11071   0.169926E+00   0.182953E-02   0.161307E-02  -0.222470E-02
 11072   0.169915E+00   0.182922E-02   0.161282E-02  -0.222432E-02
 11073   0.169871E+00   0.182889E-02   0.161257E-02  -0.222393E-02
 11074   0.169859E+00   0.182858E-02   0.161232E-02  -0.222355E-02
 11075   0.169816E+00   0.182826E-02   0.161207E-02  -0.222316E-02
 11076   0.169804E+00   0.182795E-02   0.161182E-02  -0.222278E-02
 11077   0.169760E+00   0.182762E-02   0.161158E-02  -0.222240E-02
 11078   0.169749E+00   0.182731E-02   0.161132E-02  -0.222201E-02
 11079   0.169705E+00   0.182699E-02   0.161108E-02  -0.222163E-02
 11080   0.169694E+00   0.182667E-02   0.161082E-02  -0.222124E-02
 11081   0.169650E+00   0.182635E-02   0.161058E-02  -0.222086E-02
 11082   0.169638E+00   0.182604E-02   0.161033E-02  -0.222047E-02
 11083   0.169595E+00   0.182571E-02   0.161008E-02  -0.222009E-02
 11084   0.169583E+00   0.182540E-02   0.160983E-02  -0.221971E-02
 11085   0.169540E+00   0.182508E-02   0.160959E-02  -0.221932E-02
 11086   0.169528E+00   0.182477E-02   0.160933E-02  -0.221894E-02
 11087   0.169484E+00   0.182444E-02   0.160909E-02  -0.221855E-02
 11088   0.169473E+00   0.182413E-02   0.160883E-02  -0.221817E-02
 11089   0.169429E+00   0.182381E-02   0.160859E-02  -0.221779E-02
 11090   0.169418E+00   0.182350E-02   0.160834E-02  -0.221740E-02
 11091   0.169374E+00   0.182318E-02   0.160810E-02  -0.221702E-02
 11092   0.169363E+00   0.182286E-02   0.160784E-02  -0.221664E-02
 11093   0.169319E+00   0.182254E-02   0.160760E-02  -0.221625E-02
 11094   0.169308E+00   0.182223E-02   0.160734E-02  -0.221587E-02
 11095   0.169264E+00   0.182191E-02   0.160710E-02  -0.221549E-02
 11096   0.169253E+00   0.182160E-02   0.160685E-02  -0.221510E-02
 11097   0.169209E+00   0.182127E-02   0.160661E-02  -0.221472E-02
 11098   0.169198E+00   0.182096E-02   0.160635E-02  -0.221434E-02
 11099   0.169154E+00   0.182064E-02   0.160611E-02  -0.221396E-02
 11100   0.169143E+00   0.182033E-02   0.160586E-02  -0.221357E-02
 11101   0.169099E+00   0.182001E-02   0.160562E-02  -0.221319E-02
 11102   0.169088E+00   0.181970E-02   0.160536E-02  -0.221281E-02
 11103   0.169044E+00   0.181938E-02   0.160512E-02  -0.221243E-02
 11104   0.169033E+00   0.181907E-02   0.160487E-02  -0.221204E-02
 11105   0.168990E+00   0.181875E-02   0.160463E-02  -0.221166E-02
 11106   0.168978E+00   0.181844E-02   0.160437E-02  -0.221128E-02
 11107   0.168935E+00   0.181811E-02   0.160413E-02  -0.221090E-02
 11108   0.168924E+00   0.181780E-02   0.160388E-02  -0.221052E-02
 11109   0.168880E+00   0.181748E-02   0.160364E-02  -0.221013E-02
 11110   0.168869E+00   0.181717E-02   0.160338E-02  -0.220975E-02
 11111   0.168825E+00   0.181685E-02   0.160314E-02  -0.220937E-02
 11112   0.168814E+00   0.181654E-02   0.160289E-02  -0.220899E-02
 11113   0.168770E+00   0.181622E-02   0.160265E-02  -0.220861E-02
 11114   0.168759E+00   0.181591E-02   0.160240E-02  -0.220823E-02
 11115   0.168716E+00   0.181559E-02   0.160215E-02  -0.220785E-02
 11116   0.168705E+00   0.181528E-02   0.160190E-02  -0.220746E-02
 11117   0.168661E+00   0.181496E-02   0.160166E-02  -0.220708E-02
 11118   0.168650E+00   0.181465E-02   0.160141E-02  -0.220670E-02
 11119   0.168606E+00   0.181433E-02   0.160117E-02  -0.220632E-02
 11120   0.168595E+00   0.181402E-02   0.160092E-02  -0.220594E-02
 11121   0.168552E+00   0.181370E-02   0.160068E-02  -0.220556E-02
 11122   0.168541E+00   0.181339E-02   0.160042E-02  -0.220518E-02
 11123   0.168497E+00   0.181307E-02   0.160018E-02  -0.220480E-02
 11124   0.168486E+00   0.181277E-02   0.159993E-02  -0.220442E-02
 11125   0.168443E+00   0.181245E-02   0.159969E-02  -0.220404E-02
 11126   0.168432E+00   0.181214E-02   0.159944E-02  -0.220366E-02
 11127   0.168388E+00   0.181182E-02   0.159920E-02  -0.220328E-02
 11128   0.168377E+00   0.181151E-02   0.159895E-02  -0.220290E-02
 11129   0.168334E+00   0.181119E-02   0.159871E-02  -0.220252E-02
 11130   0.168323E+00   0.181088E-02   0.159845E-02  -0.220214E-02
 11131   0.168279E+00   0.181056E-02   0.159821E-02  -0.220176E-02
 11132   0.168268E+00   0.181025E-02   0.159796E-02  -0.220138E-02
 11133   0.168225E+00   0.180993E-02   0.159772E-02  -0.220100E-02
 11134   0.168214E+00   0.180963E-02   0.159747E-02  -0.220062E-02
 11135   0.168170E+00   0.180931E-02   0.159723E-02  -0.220024E-02
 11136   0.168159E+00   0.180900E-02   0.159698E-02  -0.219986E-02
 11137   0.168116E+00   0.180868E-02   0.159674E-02  -0.219948E-02
 11138   0.168105E+00   0.180837E-02   0.159649E-02  -0.219910E-02
 11139   0.168061E+00   0.180806E-02   0.159625E-02  -0.219872E-02
 11140   0.168051E+00   0.180775E-02   0.159600E-02  -0.219834E-02
 11141   0.168007E+00   0.180743E-02   0.159576E-02  -0.219796E-02
 11142   0.167996E+00   0.180712E-02   0.159551E-02  -0.219758E-02
 11143   0.167953E+00   0.180680E-02   0.159527E-02  -0.219721E-02
 11144   0.167942E+00   0.180650E-02   0.159502E-02  -0.219683E-02
 11145   0.167898E+00   0.180618E-02   0.159478E-02  -0.219645E-02
 11146   0.167888E+00   0.180587E-02   0.159453E-02  -0.219607E-02
 11147   0.167844E+00   0.180555E-02   0.159429E-02  -0.219569E-02
 11148   0.167833E+00   0.180525E-02   0.159404E-02  -0.219531E-02
 11149   0.167790E+00   0.180493E-02   0.159380E-02  -0.219493E-02
 11150   0.167779E+00   0.180462E-02   0.159355E-02  -0.219456E-02
 11151   0.167736E+00   0.180430E-02   0.159331E-02  -0.219418E-02
 11152   0.167725E+00   0.180400E-02   0.159306E-02  -0.219380E-02
 11153   0.167682E+00   0.180368E-02   0.159282E-02  -0.219342E-02
 11154   0.167671E+00   0.180338E-02   0.159257E-02  -0.219304E-02
 11155   0.167627E+00   0.180306E-02   0.159233E-02  -0.219267E-02
 11156   0.167617E+00   0.180275E-02   0.159208E-02  -0.219229E-02
 11157   0.167573E+00   0.180243E-02   0.159184E-02  -0.219191E-02
 11158   0.167563E+00   0.180213E-02   0.159159E-02  -0.219153E-02
 11159   0.167519E+00   0.180181E-02   0.159135E-02  -0.219116E-02
 11160   0.167509E+00   0.180151E-02   0.159110E-02  -0.219078E-02
 11161   0.167465E+00   0.180119E-02   0.159087E-02  -0.219040E-02
 11162   0.167455E+00   0.180088E-02   0.159061E-02  -0.219002E-02
 11163   0.167411E+00   0.180057E-02   0.159038E-02  -0.218965E-02
 11164   0.167401E+00   0.180026E-02   0.159013E-02  -0.218927E-02
 11165   0.167357E+00   0.179994E-02   0.158989E-02  -0.218889E-02
 11166   0.167347E+00   0.179964E-02   0.158964E-02  -0.218852E-02
 11167   0.167303E+00   0.179932E-02   0.158940E-02  -0.218814E-02
 11168   0.167293E+00   0.179902E-02   0.158915E-02  -0.218776E-02
 11169   0.167249E+00   0.179870E-02   0.158891E-02  -0.218739E-02
 11170   0.167239E+00   0.179840E-02   0.158866E-02  -0.218701E-02
 11171   0.167195E+00   0.179808E-02   0.158843E-02  -0.218663E-02
 11172   0.167185E+00   0.179778E-02   0.158818E-02  -0.218626E-02
 11173   0.167141E+00   0.179746E-02   0.158794E-02  -0.218588E-02
 11174   0.167131E+00   0.179716E-02   0.158769E-02  -0.218551E-02
 11175   0.167088E+00   0.179684E-02   0.158745E-02  -0.218513E-02
 11176   0.167077E+00   0.179654E-02   0.158720E-02  -0.218475E-02
 11177   0.167034E+00   0.179622E-02   0.158697E-02  -0.218438E-02
 11178   0.167023E+00   0.179592E-02   0.158672E-02  -0.218400E-02
 11179   0.166980E+00   0.179560E-02   0.158648E-02  -0.218363E-02
 11180   0.166970E+00   0.179530E-02   0.158623E-02  -0.218325E-02
 11181   0.166926E+00   0.179498E-02   0.158600E-02  -0.218288E-02
 11182   0.166916E+00   0.179468E-02   0.158575E-02  -0.218250E-02
 11183   0.166872E+00   0.179436E-02   0.158551E-02  -0.218212E-02
 11184   0.166862E+00   0.179406E-02   0.158526E-02  -0.218175E-02
 11185   0.166819E+00   0.179374E-02   0.158502E-02  -0.218137E-02
 11186   0.166808E+00   0.179344E-02   0.158478E-02  -0.218100E-02
 11187   0.166765E+00   0.179312E-02   0.158454E-02  -0.218062E-02
 11188   0.166755E+00   0.179282E-02   0.158429E-02  -0.218025E-02
 11189   0.166711E+00   0.179251E-02   0.158405E-02  -0.217987E-02
 11190   0.166701E+00   0.179220E-02   0.158381E-02  -0.217950E-02
 11191   0.166658E+00   0.179189E-02   0.158357E-02  -0.217913E-02
 11192   0.166647E+00   0.179159E-02   0.158332E-02  -0.217875E-02
 11193   0.166604E+00   0.179127E-02   0.158308E-02  -0.217838E-02
 11194   0.166594E+00   0.179097E-02   0.158284E-02  -0.217800E-02
 11195   0.166551E+00   0.179065E-02   0.158260E-02  -0.217763E-02
 11196   0.166540E+00   0.179035E-02   0.158235E-02  -0.217725E-02
 11197   0.166497E+00   0.179004E-02   0.158212E-02  -0.217688E-02
 11198   0.166487E+00   0.178974E-02   0.158187E-02  -0.217650E-02
 11199   0.166443E+00   0.178942E-02   0.158163E-02  -0.217613E-02
 11200   0.166433E+00   0.178912E-02   0.158138E-02  -0.217576E-02
 11201   0.166390E+00   0.178880E-02   0.158115E-02  -0.217538E-02
 11202   0.166380E+00   0.178850E-02   0.158090E-02  -0.217501E-02
 11203   0.166337E+00   0.178819E-02   0.158067E-02  -0.217464E-02
 11204   0.166326E+00   0.178789E-02   0.158042E-02  -0.217426E-02
 11205   0.166283E+00   0.178757E-02   0.158018E-02  -0.217389E-02
 11206   0.166273E+00   0.178727E-02   0.157993E-02  -0.217352E-02
 11207   0.166230E+00   0.178696E-02   0.157970E-02  -0.217314E-02
 11208   0.166220E+00   0.178666E-02   0.157945E-02  -0.217277E-02
 11209   0.166176E+00   0.178634E-02   0.157922E-02  -0.217240E-02
 11210   0.166166E+00   0.178604E-02   0.157897E-02  -0.217202E-02
 11211   0.166123E+00   0.178573E-02   0.157873E-02  -0.217165E-02
 11212   0.166113E+00   0.178543E-02   0.157849E-02  -0.217128E-02
 11213   0.166070E+00   0.178511E-02   0.157825E-02  -0.217090E-02
 11214   0.166060E+00   0.178481E-02   0.157800E-02  -0.217053E-02
 11215   0.166016E+00   0.178450E-02   0.157777E-02  -0.217016E-02
 11216   0.166006E+00   0.178420E-02   0.157752E-02  -0.216979E-02
