#    L    TT             EE             BB             TE          
   703   0.188323E+04   0.371037E+02   0.841619E-01  -0.100726E+03
   704   0.188843E+04   0.370130E+02   0.842439E-01  -0.102086E+03
   705   0.189376E+04   0.369168E+02   0.843269E-01  -0.103425E+03
   706   0.189924E+04   0.368151E+02   0.844110E-01  -0.104742E+03
   707   0.190486E+04   0.367080E+02   0.844961E-01  -0.106036E+03
   708   0.191060E+04   0.365954E+02   0.845823E-01  -0.107308E+03
   709   0.191649E+04   0.364775E+02   0.846695E-01  -0.108555E+03
   710   0.192249E+04   0.363543E+02   0.847578E-01  -0.109779E+03
   711   0.192862E+04   0.362260E+02   0.848471E-01  -0.110978E+03
   712   0.193488E+04   0.360924E+02   0.849375E-01  -0.112151E+03
   713   0.194125E+04   0.359537E+02   0.850290E-01  -0.113299E+03
   714   0.194774E+04   0.358100E+02   0.851215E-01  -0.114420E+03
   715   0.195434E+04   0.356613E+02   0.852151E-01  -0.115514E+03
   716   0.196105E+04   0.355076E+02   0.853097E-01  -0.116581E+03
   717   0.196786E+04   0.353489E+02   0.854054E-01  -0.117620E+03
   718   0.197477E+04   0.351855E+02   0.855022E-01  -0.118630E+03
   719   0.198177E+04   0.350173E+02   0.856000E-01  -0.119611E+03
   720   0.198887E+04   0.348444E+02   0.856988E-01  -0.120563E+03
   721   0.199606E+04   0.346670E+02   0.857987E-01  -0.121486E+03
   722   0.200333E+04   0.344851E+02   0.858997E-01  -0.122378E+03
   723   0.201070E+04   0.342989E+02   0.860017E-01  -0.123241E+03
   724   0.201814E+04   0.341085E+02   0.861047E-01  -0.124073E+03
   725   0.202566E+04   0.339140E+02   0.862088E-01  -0.124874E+03
   726   0.203326E+04   0.337154E+02   0.863139E-01  -0.125644E+03
   727   0.204093E+04   0.335129E+02   0.864200E-01  -0.126382E+03
   728   0.204868E+04   0.333064E+02   0.865270E-01  -0.127089E+03
   729   0.205647E+04   0.330963E+02   0.866351E-01  -0.127762E+03
   730   0.206434E+04   0.328824E+02   0.867442E-01  -0.128404E+03
   731   0.207226E+04   0.326649E+02   0.868543E-01  -0.129013E+03
   732   0.208022E+04   0.324438E+02   0.869653E-01  -0.129588E+03
   733   0.208824E+04   0.322195E+02   0.870773E-01  -0.130130E+03
   734   0.209631E+04   0.319917E+02   0.871902E-01  -0.130637E+03
   735   0.210440E+04   0.317607E+02   0.873040E-01  -0.131111E+03
   736   0.211254E+04   0.315267E+02   0.874188E-01  -0.131550E+03
   737   0.212070E+04   0.312897E+02   0.875345E-01  -0.131955E+03
   738   0.212890E+04   0.310498E+02   0.876510E-01  -0.132325E+03
   739   0.213712E+04   0.308071E+02   0.877685E-01  -0.132660E+03
   740   0.214535E+04   0.305618E+02   0.878868E-01  -0.132959E+03
   741   0.215360E+04   0.303140E+02   0.880059E-01  -0.133223E+03
   742   0.216185E+04   0.300638E+02   0.881259E-01  -0.133453E+03
   743   0.217012E+04   0.298113E+02   0.882467E-01  -0.133646E+03
   744   0.217838E+04   0.295566E+02   0.883683E-01  -0.133804E+03
   745   0.218664E+04   0.293000E+02   0.884906E-01  -0.133926E+03
   746   0.219489E+04   0.290414E+02   0.886137E-01  -0.134012E+03
   747   0.220312E+04   0.287811E+02   0.887376E-01  -0.134062E+03
   748   0.221134E+04   0.285190E+02   0.888622E-01  -0.134077E+03
   749   0.221954E+04   0.282553E+02   0.889874E-01  -0.134055E+03
   750   0.222772E+04   0.279903E+02   0.891134E-01  -0.133998E+03
   751   0.223586E+04   0.277238E+02   0.892400E-01  -0.133904E+03
   752   0.224396E+04   0.274562E+02   0.893672E-01  -0.133774E+03
   753   0.225204E+04   0.271874E+02   0.894951E-01  -0.133609E+03
   754   0.226007E+04   0.269176E+02   0.896235E-01  -0.133408E+03
   755   0.226806E+04   0.266470E+02   0.897525E-01  -0.133171E+03
   756   0.227599E+04   0.263757E+02   0.898821E-01  -0.132899E+03
   757   0.228389E+04   0.261038E+02   0.900122E-01  -0.132590E+03
   758   0.229173E+04   0.258314E+02   0.901428E-01  -0.132248E+03
   759   0.229952E+04   0.255588E+02   0.902739E-01  -0.131870E+03
   760   0.230725E+04   0.252860E+02   0.904054E-01  -0.131457E+03
   761   0.231492E+04   0.250132E+02   0.905373E-01  -0.131009E+03
   762   0.232252E+04   0.247405E+02   0.906697E-01  -0.130526E+03
   763   0.233006E+04   0.244679E+02   0.908024E-01  -0.130009E+03
   764   0.233751E+04   0.241955E+02   0.909354E-01  -0.129457E+03
   765   0.234488E+04   0.239237E+02   0.910688E-01  -0.128871E+03
   766   0.235218E+04   0.236523E+02   0.912025E-01  -0.128250E+03
   767   0.235937E+04   0.233815E+02   0.913365E-01  -0.127594E+03
   768   0.236648E+04   0.231115E+02   0.914707E-01  -0.126904E+03
   769   0.237349E+04   0.228425E+02   0.916051E-01  -0.126180E+03
   770   0.238039E+04   0.225745E+02   0.917397E-01  -0.125423E+03
   771   0.238719E+04   0.223076E+02   0.918744E-01  -0.124633E+03
   772   0.239388E+04   0.220421E+02   0.920093E-01  -0.123810E+03
   773   0.240046E+04   0.217780E+02   0.921443E-01  -0.122955E+03
   774   0.240691E+04   0.215155E+02   0.922794E-01  -0.122068E+03
   775   0.241325E+04   0.212548E+02   0.924145E-01  -0.121149E+03
   776   0.241947E+04   0.209958E+02   0.925496E-01  -0.120200E+03
   777   0.242556E+04   0.207388E+02   0.926847E-01  -0.119220E+03
   778   0.243154E+04   0.204838E+02   0.928198E-01  -0.118210E+03
   779   0.243739E+04   0.202310E+02   0.929548E-01  -0.117169E+03
   780   0.244311E+04   0.199804E+02   0.930897E-01  -0.116101E+03
   781   0.244872E+04   0.197323E+02   0.932244E-01  -0.115003E+03
   782   0.245418E+04   0.194866E+02   0.933591E-01  -0.113877E+03
   783   0.245952E+04   0.192435E+02   0.934935E-01  -0.112723E+03
   784   0.246471E+04   0.190030E+02   0.936277E-01  -0.111541E+03
   785   0.246976E+04   0.187654E+02   0.937616E-01  -0.110330E+03
   786   0.247465E+04   0.185306E+02   0.938953E-01  -0.109092E+03
   787   0.247940E+04   0.182988E+02   0.940287E-01  -0.107827E+03
   788   0.248399E+04   0.180700E+02   0.941617E-01  -0.106534E+03
   789   0.248841E+04   0.178445E+02   0.942944E-01  -0.105215E+03
   790   0.249267E+04   0.176223E+02   0.944266E-01  -0.103870E+03
   791   0.249677E+04   0.174036E+02   0.945584E-01  -0.102500E+03
   792   0.250070E+04   0.171886E+02   0.946898E-01  -0.101106E+03
   793   0.250446E+04   0.169772E+02   0.948207E-01  -0.996894E+02
   794   0.250806E+04   0.167698E+02   0.949511E-01  -0.982499E+02
   795   0.251148E+04   0.165663E+02   0.950809E-01  -0.967891E+02
   796   0.251473E+04   0.163669E+02   0.952102E-01  -0.953066E+02
   797   0.251781E+04   0.161716E+02   0.953388E-01  -0.938037E+02
   798   0.252071E+04   0.159805E+02   0.954668E-01  -0.922805E+02
   799   0.252344E+04   0.157936E+02   0.955942E-01  -0.907376E+02
   800   0.252600E+04   0.156110E+02   0.957208E-01  -0.891744E+02
   801   0.252838E+04   0.154328E+02   0.958467E-01  -0.875930E+02
   802   0.253059E+04   0.152589E+02   0.959719E-01  -0.859928E+02
   803   0.253262E+04   0.150895E+02   0.960963E-01  -0.843744E+02
   804   0.253447E+04   0.149247E+02   0.962199E-01  -0.827392E+02
   805   0.253614E+04   0.147647E+02   0.963427E-01  -0.810867E+02
   806   0.253760E+04   0.146094E+02   0.964646E-01  -0.794187E+02
   807   0.253888E+04   0.144591E+02   0.965856E-01  -0.777341E+02
   808   0.253995E+04   0.143138E+02   0.967057E-01  -0.760355E+02
   809   0.254083E+04   0.141736E+02   0.968249E-01  -0.743224E+02
   810   0.254150E+04   0.140386E+02   0.969431E-01  -0.725953E+02
   811   0.254197E+04   0.139089E+02   0.970602E-01  -0.708559E+02
   812   0.254226E+04   0.137843E+02   0.971764E-01  -0.691046E+02
   813   0.254234E+04   0.136650E+02   0.972915E-01  -0.673424E+02
   814   0.254224E+04   0.135511E+02   0.974056E-01  -0.655701E+02
   815   0.254196E+04   0.134424E+02   0.975185E-01  -0.637886E+02
   816   0.254149E+04   0.133392E+02   0.976304E-01  -0.619986E+02
   817   0.254083E+04   0.132415E+02   0.977411E-01  -0.602007E+02
   818   0.253999E+04   0.131493E+02   0.978506E-01  -0.583951E+02
   819   0.253895E+04   0.130625E+02   0.979589E-01  -0.565822E+02
   820   0.253770E+04   0.129815E+02   0.980660E-01  -0.547626E+02
   821   0.253626E+04   0.129061E+02   0.981719E-01  -0.529365E+02
   822   0.253460E+04   0.128365E+02   0.982765E-01  -0.511044E+02
   823   0.253273E+04   0.127726E+02   0.983798E-01  -0.492667E+02
   824   0.253065E+04   0.127146E+02   0.984818E-01  -0.474244E+02
   825   0.252837E+04   0.126624E+02   0.985825E-01  -0.455785E+02
   826   0.252589E+04   0.126161E+02   0.986818E-01  -0.437301E+02
   827   0.252322E+04   0.125756E+02   0.987798E-01  -0.418803E+02
   828   0.252035E+04   0.125409E+02   0.988764E-01  -0.400301E+02
   829   0.251730E+04   0.125122E+02   0.989716E-01  -0.381804E+02
   830   0.251407E+04   0.124894E+02   0.990653E-01  -0.363324E+02
   831   0.251066E+04   0.124725E+02   0.991576E-01  -0.344863E+02
   832   0.250706E+04   0.124616E+02   0.992485E-01  -0.326426E+02
   833   0.250327E+04   0.124566E+02   0.993379E-01  -0.308017E+02
   834   0.249929E+04   0.124576E+02   0.994258E-01  -0.289639E+02
   835   0.249511E+04   0.124647E+02   0.995121E-01  -0.271296E+02
   836   0.249073E+04   0.124777E+02   0.995970E-01  -0.252991E+02
   837   0.248614E+04   0.124969E+02   0.996803E-01  -0.234730E+02
   838   0.248137E+04   0.125221E+02   0.997621E-01  -0.216519E+02
   839   0.247639E+04   0.125532E+02   0.998423E-01  -0.198369E+02
   840   0.247123E+04   0.125904E+02   0.999209E-01  -0.180287E+02
   841   0.246588E+04   0.126334E+02   0.999979E-01  -0.162283E+02
   842   0.246036E+04   0.126824E+02   0.100073E+00  -0.144366E+02
   843   0.245465E+04   0.127372E+02   0.100147E+00  -0.126545E+02
   844   0.244879E+04   0.127977E+02   0.100219E+00  -0.108828E+02
   845   0.244275E+04   0.128641E+02   0.100290E+00  -0.912208E+01
   846   0.243654E+04   0.129364E+02   0.100359E+00  -0.737292E+01
   847   0.243015E+04   0.130145E+02   0.100426E+00  -0.563581E+01
   848   0.242359E+04   0.130984E+02   0.100491E+00  -0.391131E+01
   849   0.241686E+04   0.131881E+02   0.100555E+00  -0.219994E+01
   850   0.240994E+04   0.132838E+02   0.100617E+00  -0.502236E+00
   851   0.240285E+04   0.133853E+02   0.100678E+00   0.118128E+01
   852   0.239558E+04   0.134926E+02   0.100737E+00   0.285013E+01
   853   0.238815E+04   0.136056E+02   0.100794E+00   0.450384E+01
   854   0.238054E+04   0.137241E+02   0.100849E+00   0.614191E+01
   855   0.237278E+04   0.138482E+02   0.100903E+00   0.776388E+01
   856   0.236486E+04   0.139777E+02   0.100955E+00   0.936929E+01
   857   0.235680E+04   0.141125E+02   0.101005E+00   0.109577E+02
   858   0.234859E+04   0.142526E+02   0.101054E+00   0.125285E+02
   859   0.234024E+04   0.143978E+02   0.101101E+00   0.140810E+02
   860   0.233175E+04   0.145483E+02   0.101146E+00   0.156144E+02
   861   0.232311E+04   0.147039E+02   0.101189E+00   0.171281E+02
   862   0.231434E+04   0.148646E+02   0.101231E+00   0.186212E+02
   863   0.230544E+04   0.150305E+02   0.101271E+00   0.200929E+02
   864   0.229640E+04   0.152015E+02   0.101309E+00   0.215425E+02
   865   0.228722E+04   0.153775E+02   0.101345E+00   0.229694E+02
   866   0.227792E+04   0.155585E+02   0.101380E+00   0.243732E+02
   867   0.226849E+04   0.157444E+02   0.101413E+00   0.257538E+02
   868   0.225893E+04   0.159351E+02   0.101444E+00   0.271110E+02
   869   0.224925E+04   0.161305E+02   0.101474E+00   0.284447E+02
   870   0.223944E+04   0.163306E+02   0.101502E+00   0.297545E+02
   871   0.222951E+04   0.165352E+02   0.101528E+00   0.310405E+02
   872   0.221947E+04   0.167442E+02   0.101553E+00   0.323024E+02
   873   0.220930E+04   0.169575E+02   0.101576E+00   0.335397E+02
   874   0.219903E+04   0.171751E+02   0.101597E+00   0.347519E+02
   875   0.218865E+04   0.173968E+02   0.101616E+00   0.359385E+02
   876   0.217817E+04   0.176226E+02   0.101634E+00   0.370991E+02
   877   0.216759E+04   0.178522E+02   0.101650E+00   0.382331E+02
   878   0.215693E+04   0.180856E+02   0.101665E+00   0.393402E+02
   879   0.214617E+04   0.183228E+02   0.101678E+00   0.404196E+02
   880   0.213534E+04   0.185635E+02   0.101689E+00   0.414712E+02
   881   0.212441E+04   0.188078E+02   0.101699E+00   0.424944E+02
   882   0.211342E+04   0.190556E+02   0.101707E+00   0.434888E+02
   883   0.210234E+04   0.193067E+02   0.101713E+00   0.444539E+02
   884   0.209119E+04   0.195611E+02   0.101718E+00   0.453895E+02
   885   0.207996E+04   0.198188E+02   0.101722E+00   0.462949E+02
   886   0.206866E+04   0.200796E+02   0.101724E+00   0.471700E+02
   887   0.205728E+04   0.203435E+02   0.101724E+00   0.480145E+02
   888   0.204585E+04   0.206103E+02   0.101723E+00   0.488284E+02
   889   0.203435E+04   0.208798E+02   0.101720E+00   0.496118E+02
   890   0.202280E+04   0.211521E+02   0.101716E+00   0.503644E+02
   891   0.201118E+04   0.214270E+02   0.101710E+00   0.510863E+02
   892   0.199952E+04   0.217043E+02   0.101703E+00   0.517774E+02
   893   0.198780E+04   0.219840E+02   0.101695E+00   0.524377E+02
   894   0.197605E+04   0.222659E+02   0.101685E+00   0.530670E+02
   895   0.196424E+04   0.225499E+02   0.101673E+00   0.536652E+02
   896   0.195240E+04   0.228359E+02   0.101661E+00   0.542323E+02
   897   0.194053E+04   0.231237E+02   0.101647E+00   0.547680E+02
   898   0.192862E+04   0.234132E+02   0.101631E+00   0.552724E+02
   899   0.191669E+04   0.237042E+02   0.101614E+00   0.557452E+02
   900   0.190474E+04   0.239967E+02   0.101596E+00   0.561865E+02
   901   0.189276E+04   0.242905E+02   0.101577E+00   0.565960E+02
   902   0.188077E+04   0.245855E+02   0.101557E+00   0.569737E+02
   903   0.186877E+04   0.248816E+02   0.101535E+00   0.573196E+02
   904   0.185676E+04   0.251786E+02   0.101512E+00   0.576335E+02
   905   0.184475E+04   0.254765E+02   0.101488E+00   0.579154E+02
   906   0.183273E+04   0.257752E+02   0.101462E+00   0.581652E+02
   907   0.182072E+04   0.260744E+02   0.101436E+00   0.583828E+02
   908   0.180871E+04   0.263742E+02   0.101408E+00   0.585683E+02
   909   0.179672E+04   0.266743E+02   0.101380E+00   0.587218E+02
   910   0.178473E+04   0.269748E+02   0.101350E+00   0.588433E+02
   911   0.177276E+04   0.272754E+02   0.101319E+00   0.589329E+02
   912   0.176081E+04   0.275760E+02   0.101287E+00   0.589906E+02
   913   0.174889E+04   0.278767E+02   0.101255E+00   0.590167E+02
   914   0.173699E+04   0.281771E+02   0.101221E+00   0.590110E+02
   915   0.172511E+04   0.284773E+02   0.101186E+00   0.589738E+02
   916   0.171327E+04   0.287770E+02   0.101151E+00   0.589052E+02
   917   0.170146E+04   0.290762E+02   0.101114E+00   0.588052E+02
   918   0.168968E+04   0.293748E+02   0.101077E+00   0.586742E+02
   919   0.167794E+04   0.296725E+02   0.101039E+00   0.585120E+02
   920   0.166625E+04   0.299694E+02   0.101000E+00   0.583190E+02
   921   0.165460E+04   0.302651E+02   0.100960E+00   0.580952E+02
   922   0.164299E+04   0.305597E+02   0.100919E+00   0.578410E+02
   923   0.163144E+04   0.308531E+02   0.100878E+00   0.575567E+02
   924   0.161994E+04   0.311451E+02   0.100836E+00   0.572424E+02
   925   0.160850E+04   0.314355E+02   0.100793E+00   0.568986E+02
   926   0.159712E+04   0.317244E+02   0.100750E+00   0.565257E+02
   927   0.158580E+04   0.320115E+02   0.100706E+00   0.561238E+02
   928   0.157456E+04   0.322968E+02   0.100662E+00   0.556933E+02
   929   0.156338E+04   0.325802E+02   0.100617E+00   0.552345E+02
   930   0.155227E+04   0.328614E+02   0.100571E+00   0.547477E+02
   931   0.154124E+04   0.331405E+02   0.100525E+00   0.542330E+02
   932   0.153029E+04   0.334173E+02   0.100479E+00   0.536908E+02
   933   0.151941E+04   0.336917E+02   0.100432E+00   0.531213E+02
   934   0.150862E+04   0.339635E+02   0.100384E+00   0.525248E+02
   935   0.149792E+04   0.342326E+02   0.100337E+00   0.519016E+02
   936   0.148729E+04   0.344989E+02   0.100288E+00   0.512521E+02
   937   0.147676E+04   0.347624E+02   0.100240E+00   0.505765E+02
   938   0.146632E+04   0.350229E+02   0.100191E+00   0.498753E+02
   939   0.145598E+04   0.352803E+02   0.100142E+00   0.491488E+02
   940   0.144573E+04   0.355344E+02   0.100093E+00   0.483973E+02
   941   0.143558E+04   0.357852E+02   0.100043E+00   0.476213E+02
   942   0.142553E+04   0.360327E+02   0.999937E-01   0.468210E+02
   943   0.141558E+04   0.362765E+02   0.999439E-01   0.459970E+02
   944   0.140574E+04   0.365168E+02   0.998939E-01   0.451496E+02
   945   0.139601E+04   0.367534E+02   0.998438E-01   0.442793E+02
   946   0.138638E+04   0.369863E+02   0.997937E-01   0.433865E+02
   947   0.137687E+04   0.372152E+02   0.997435E-01   0.424718E+02
   948   0.136747E+04   0.374401E+02   0.996933E-01   0.415354E+02
   949   0.135818E+04   0.376611E+02   0.996430E-01   0.405779E+02
   950   0.134901E+04   0.378779E+02   0.995929E-01   0.395998E+02
   951   0.133997E+04   0.380904E+02   0.995428E-01   0.386013E+02
   952   0.133103E+04   0.382986E+02   0.994927E-01   0.375831E+02
   953   0.132223E+04   0.385024E+02   0.994428E-01   0.365456E+02
   954   0.131354E+04   0.387018E+02   0.993931E-01   0.354891E+02
   955   0.130498E+04   0.388965E+02   0.993435E-01   0.344143E+02
   956   0.129654E+04   0.390865E+02   0.992941E-01   0.333215E+02
   957   0.128823E+04   0.392718E+02   0.992449E-01   0.322112E+02
   958   0.128005E+04   0.394524E+02   0.991960E-01   0.310842E+02
   959   0.127200E+04   0.396281E+02   0.991473E-01   0.299410E+02
   960   0.126408E+04   0.397990E+02   0.990990E-01   0.287821E+02
   961   0.125630E+04   0.399648E+02   0.990509E-01   0.276081E+02
   962   0.124865E+04   0.401258E+02   0.990032E-01   0.264197E+02
   963   0.124114E+04   0.402817E+02   0.989559E-01   0.252175E+02
   964   0.123376E+04   0.404325E+02   0.989090E-01   0.240018E+02
   965   0.122652E+04   0.405782E+02   0.988625E-01   0.227733E+02
   966   0.121942E+04   0.407187E+02   0.988164E-01   0.215325E+02
   967   0.121246E+04   0.408539E+02   0.987708E-01   0.202799E+02
   968   0.120563E+04   0.409838E+02   0.987257E-01   0.190160E+02
   969   0.119895E+04   0.411083E+02   0.986810E-01   0.177414E+02
   970   0.119241E+04   0.412273E+02   0.986370E-01   0.164565E+02
   971   0.118601E+04   0.413409E+02   0.985934E-01   0.151620E+02
   972   0.117975E+04   0.414489E+02   0.985505E-01   0.138585E+02
   973   0.117364E+04   0.415514E+02   0.985081E-01   0.125463E+02
   974   0.116767E+04   0.416484E+02   0.984663E-01   0.112263E+02
   975   0.116184E+04   0.417397E+02   0.984252E-01   0.989888E+01
   976   0.115615E+04   0.418254E+02   0.983848E-01   0.856463E+01
   977   0.115061E+04   0.419054E+02   0.983450E-01   0.722422E+01
   978   0.114521E+04   0.419797E+02   0.983059E-01   0.587809E+01
   979   0.113995E+04   0.420483E+02   0.982675E-01   0.452686E+01
   980   0.113485E+04   0.421112E+02   0.982298E-01   0.317104E+01
   981   0.112988E+04   0.421684E+02   0.981929E-01   0.181118E+01
   982   0.112506E+04   0.422198E+02   0.981567E-01   0.447819E+00
   983   0.112038E+04   0.422655E+02   0.981213E-01  -0.918489E+00
   984   0.111585E+04   0.423055E+02   0.980867E-01  -0.228722E+01
   985   0.111146E+04   0.423396E+02   0.980529E-01  -0.365787E+01
   986   0.110721E+04   0.423679E+02   0.980199E-01  -0.502993E+01
   987   0.110311E+04   0.423904E+02   0.979878E-01  -0.640293E+01
   988   0.109915E+04   0.424071E+02   0.979565E-01  -0.777636E+01
   989   0.109533E+04   0.424179E+02   0.979261E-01  -0.914974E+01
   990   0.109165E+04   0.424228E+02   0.978966E-01  -0.105225E+02
   991   0.108812E+04   0.424218E+02   0.978680E-01  -0.118943E+02
   992   0.108473E+04   0.424149E+02   0.978402E-01  -0.132645E+02
   993   0.108148E+04   0.424021E+02   0.978134E-01  -0.146324E+02
   994   0.107838E+04   0.423835E+02   0.977875E-01  -0.159975E+02
   995   0.107541E+04   0.423590E+02   0.977625E-01  -0.173593E+02
   996   0.107258E+04   0.423288E+02   0.977385E-01  -0.187172E+02
   997   0.106989E+04   0.422926E+02   0.977155E-01  -0.200705E+02
   998   0.106734E+04   0.422507E+02   0.976934E-01  -0.214187E+02
   999   0.106493E+04   0.422030E+02   0.976722E-01  -0.227612E+02
  1000   0.106265E+04   0.421496E+02   0.976521E-01  -0.240974E+02
  1001   0.106050E+04   0.420903E+02   0.976330E-01  -0.254266E+02
  1002   0.105850E+04   0.420253E+02   0.976148E-01  -0.267481E+02
  1003   0.105662E+04   0.419545E+02   0.975976E-01  -0.280615E+02
  1004   0.105487E+04   0.418780E+02   0.975815E-01  -0.293660E+02
  1005   0.105325E+04   0.417957E+02   0.975663E-01  -0.306612E+02
  1006   0.105176E+04   0.417077E+02   0.975522E-01  -0.319465E+02
  1007   0.105039E+04   0.416143E+02   0.975391E-01  -0.332217E+02
  1008   0.104914E+04   0.415155E+02   0.975270E-01  -0.344866E+02
  1009   0.104803E+04   0.414114E+02   0.975160E-01  -0.357408E+02
  1010   0.104702E+04   0.413023E+02   0.975059E-01  -0.369839E+02
  1011   0.104615E+04   0.411881E+02   0.974969E-01  -0.382157E+02
  1012   0.104539E+04   0.410690E+02   0.974890E-01  -0.394359E+02
  1013   0.104474E+04   0.409450E+02   0.974820E-01  -0.406440E+02
  1014   0.104422E+04   0.408160E+02   0.974761E-01  -0.418397E+02
  1015   0.104380E+04   0.406821E+02   0.974712E-01  -0.430225E+02
  1016   0.104350E+04   0.405432E+02   0.974674E-01  -0.441921E+02
  1017   0.104333E+04   0.403991E+02   0.974646E-01  -0.453480E+02
  1018   0.104325E+04   0.402500E+02   0.974628E-01  -0.464898E+02
  1019   0.104330E+04   0.400958E+02   0.974620E-01  -0.476172E+02
  1020   0.104345E+04   0.399366E+02   0.974622E-01  -0.487294E+02
  1021   0.104371E+04   0.397726E+02   0.974635E-01  -0.498260E+02
  1022   0.104407E+04   0.396038E+02   0.974658E-01  -0.509063E+02
  1023   0.104453E+04   0.394304E+02   0.974691E-01  -0.519698E+02
  1024   0.104509E+04   0.392526E+02   0.974734E-01  -0.530159E+02
  1025   0.104575E+04   0.390705E+02   0.974787E-01  -0.540439E+02
  1026   0.104650E+04   0.388842E+02   0.974850E-01  -0.550534E+02
  1027   0.104733E+04   0.386938E+02   0.974922E-01  -0.560443E+02
  1028   0.104826E+04   0.384993E+02   0.975005E-01  -0.570167E+02
  1029   0.104928E+04   0.383008E+02   0.975097E-01  -0.579704E+02
  1030   0.105038E+04   0.380983E+02   0.975199E-01  -0.589056E+02
  1031   0.105157E+04   0.378920E+02   0.975310E-01  -0.598222E+02
  1032   0.105285E+04   0.376819E+02   0.975431E-01  -0.607203E+02
  1033   0.105421E+04   0.374680E+02   0.975561E-01  -0.615997E+02
  1034   0.105565E+04   0.372504E+02   0.975701E-01  -0.624602E+02
  1035   0.105718E+04   0.370293E+02   0.975849E-01  -0.633010E+02
  1036   0.105878E+04   0.368048E+02   0.976007E-01  -0.641218E+02
  1037   0.106045E+04   0.365769E+02   0.976173E-01  -0.649219E+02
  1038   0.106219E+04   0.363459E+02   0.976349E-01  -0.657010E+02
  1039   0.106400E+04   0.361119E+02   0.976533E-01  -0.664585E+02
  1040   0.106587E+04   0.358748E+02   0.976725E-01  -0.671940E+02
  1041   0.106781E+04   0.356348E+02   0.976926E-01  -0.679073E+02
  1042   0.106981E+04   0.353919E+02   0.977136E-01  -0.685984E+02
  1043   0.107185E+04   0.351462E+02   0.977353E-01  -0.692671E+02
  1044   0.107397E+04   0.348977E+02   0.977579E-01  -0.699137E+02
  1045   0.107613E+04   0.346464E+02   0.977812E-01  -0.705377E+02
  1046   0.107835E+04   0.343924E+02   0.978053E-01  -0.711396E+02
  1047   0.108062E+04   0.341356E+02   0.978302E-01  -0.717189E+02
  1048   0.108294E+04   0.338763E+02   0.978558E-01  -0.722756E+02
  1049   0.108531E+04   0.336147E+02   0.978822E-01  -0.728091E+02
  1050   0.108772E+04   0.333509E+02   0.979092E-01  -0.733205E+02
  1051   0.109017E+04   0.330851E+02   0.979370E-01  -0.738093E+02
  1052   0.109266E+04   0.328173E+02   0.979654E-01  -0.742748E+02
  1053   0.109519E+04   0.325479E+02   0.979944E-01  -0.747172E+02
  1054   0.109776E+04   0.322770E+02   0.980241E-01  -0.751363E+02
  1055   0.110035E+04   0.320047E+02   0.980545E-01  -0.755328E+02
  1056   0.110298E+04   0.317310E+02   0.980854E-01  -0.759061E+02
  1057   0.110563E+04   0.314561E+02   0.981169E-01  -0.762556E+02
  1058   0.110831E+04   0.311800E+02   0.981490E-01  -0.765825E+02
  1059   0.111100E+04   0.309028E+02   0.981816E-01  -0.768857E+02
  1060   0.111372E+04   0.306247E+02   0.982147E-01  -0.771652E+02
  1061   0.111646E+04   0.303457E+02   0.982484E-01  -0.774220E+02
  1062   0.111922E+04   0.300660E+02   0.982825E-01  -0.776546E+02
  1063   0.112200E+04   0.297855E+02   0.983171E-01  -0.778647E+02
  1064   0.112478E+04   0.295044E+02   0.983521E-01  -0.780511E+02
  1065   0.112757E+04   0.292229E+02   0.983876E-01  -0.782138E+02
  1066   0.113037E+04   0.289409E+02   0.984234E-01  -0.783540E+02
  1067   0.113317E+04   0.286587E+02   0.984596E-01  -0.784706E+02
  1068   0.113599E+04   0.283764E+02   0.984962E-01  -0.785642E+02
  1069   0.113880E+04   0.280939E+02   0.985331E-01  -0.786348E+02
  1070   0.114161E+04   0.278115E+02   0.985704E-01  -0.786824E+02
  1071   0.114441E+04   0.275292E+02   0.986079E-01  -0.787071E+02
  1072   0.114722E+04   0.272473E+02   0.986457E-01  -0.787094E+02
  1073   0.115001E+04   0.269657E+02   0.986838E-01  -0.786888E+02
  1074   0.115279E+04   0.266846E+02   0.987220E-01  -0.786459E+02
  1075   0.115556E+04   0.264041E+02   0.987605E-01  -0.785807E+02
  1076   0.115832E+04   0.261243E+02   0.987992E-01  -0.784927E+02
  1077   0.116106E+04   0.258453E+02   0.988380E-01  -0.783831E+02
  1078   0.116379E+04   0.255673E+02   0.988770E-01  -0.782518E+02
  1079   0.116649E+04   0.252903E+02   0.989160E-01  -0.780984E+02
  1080   0.116918E+04   0.250144E+02   0.989552E-01  -0.779241E+02
  1081   0.117184E+04   0.247398E+02   0.989944E-01  -0.777277E+02
  1082   0.117447E+04   0.244664E+02   0.990336E-01  -0.775103E+02
  1083   0.117708E+04   0.241945E+02   0.990729E-01  -0.772721E+02
  1084   0.117966E+04   0.239241E+02   0.991122E-01  -0.770131E+02
  1085   0.118221E+04   0.236553E+02   0.991515E-01  -0.767339E+02
  1086   0.118472E+04   0.233883E+02   0.991907E-01  -0.764333E+02
  1087   0.118720E+04   0.231229E+02   0.992298E-01  -0.761132E+02
  1088   0.118964E+04   0.228595E+02   0.992688E-01  -0.757731E+02
  1089   0.119204E+04   0.225981E+02   0.993078E-01  -0.754128E+02
  1090   0.119440E+04   0.223388E+02   0.993465E-01  -0.750332E+02
  1091   0.119672E+04   0.220816E+02   0.993851E-01  -0.746347E+02
