     2   0.101533E+04   0.308599E-01   0.000000E+00   0.261831E+01   0.502364E-07   0.299000E-02  -0.122247E-04
     3   0.961749E+03   0.396240E-01   0.000000E+00   0.293260E+01   0.610118E-07   0.298675E-02  -0.131205E-04
     4   0.910866E+03   0.344357E-01   0.000000E+00   0.275154E+01   0.702833E-07   0.291422E-02  -0.111191E-04
     5   0.872888E+03   0.230487E-01   0.000000E+00   0.234416E+01   0.783309E-07   0.281455E-02  -0.758630E-05
     6   0.846895E+03   0.129176E-01   0.000000E+00   0.188909E+01   0.853463E-07   0.270562E-02  -0.370280E-05
     7   0.830308E+03   0.697200E-02   0.000000E+00   0.148388E+01   0.915164E-07   0.259635E-02  -0.378589E-06
     8   0.820575E+03   0.447550E-02   0.000000E+00   0.117181E+01   0.969756E-07   0.249090E-02   0.183955E-05
     9   0.816209E+03   0.358023E-02   0.000000E+00   0.962147E+00   0.101835E-06   0.239155E-02   0.278286E-05
    10   0.815637E+03   0.305183E-02   0.000000E+00   0.845413E+00   0.106161E-06   0.229845E-02   0.260792E-05
    11   0.817981E+03   0.256587E-02   0.000000E+00   0.801978E+00   0.110047E-06   0.221257E-02   0.168924E-05
    12   0.822731E+03   0.223334E-02   0.000000E+00   0.809994E+00   0.113498E-06   0.213189E-02   0.480081E-06
    13   0.829257E+03   0.213837E-02   0.000000E+00   0.849256E+00   0.116619E-06   0.205679E-02  -0.614250E-06
    14   0.837175E+03   0.222468E-02   0.000000E+00   0.904347E+00   0.119397E-06   0.198469E-02  -0.132601E-05
    15   0.846164E+03   0.240428E-02   0.000000E+00   0.965277E+00   0.121908E-06   0.191659E-02  -0.156116E-05
    16   0.856251E+03   0.265699E-02   0.000000E+00   0.102771E+01   0.124154E-06   0.185139E-02  -0.137782E-05
    17   0.867228E+03   0.302162E-02   0.000000E+00   0.108931E+01   0.126164E-06   0.178903E-02  -0.953782E-06
    18   0.878507E+03   0.353893E-02   0.000000E+00   0.115089E+01   0.127971E-06   0.172991E-02  -0.479729E-06
    19   0.891238E+03   0.421924E-02   0.000000E+00   0.121823E+01   0.129586E-06   0.167409E-02  -0.114706E-06
    20   0.904057E+03   0.504601E-02   0.000000E+00   0.128794E+01   0.131015E-06   0.162151E-02   0.223489E-07
    21   0.917510E+03   0.600608E-02   0.000000E+00   0.136184E+01   0.132282E-06   0.157199E-02  -0.634943E-07
    22   0.931424E+03   0.710399E-02   0.000000E+00   0.143743E+01   0.133407E-06   0.152524E-02  -0.322918E-06
    23   0.945401E+03   0.833938E-02   0.000000E+00   0.151339E+01   0.134399E-06   0.148090E-02  -0.650907E-06
    24   0.959797E+03   0.971588E-02   0.000000E+00   0.158822E+01   0.135265E-06   0.143862E-02  -0.939540E-06
    25   0.974780E+03   0.112272E-01   0.000000E+00   0.165399E+01   0.136014E-06   0.139810E-02  -0.112148E-05
    26   0.989871E+03   0.128760E-01   0.000000E+00   0.171377E+01   0.136658E-06   0.135911E-02  -0.115635E-05
    27   0.100540E+04   0.146865E-01   0.000000E+00   0.176785E+01   0.137203E-06   0.132164E-02  -0.107020E-05
    28   0.102114E+04   0.166657E-01   0.000000E+00   0.181128E+01   0.137657E-06   0.128571E-02  -0.910550E-06
    29   0.103710E+04   0.188297E-01   0.000000E+00   0.185010E+01   0.138025E-06   0.125140E-02  -0.745628E-06
    30   0.105357E+04   0.211942E-01   0.000000E+00   0.187833E+01   0.138316E-06   0.121871E-02  -0.638703E-06
    31   0.106986E+04   0.237570E-01   0.000000E+00   0.190512E+01   0.138535E-06   0.118752E-02  -0.613787E-06
    32   0.108666E+04   0.265411E-01   0.000000E+00   0.192407E+01   0.138688E-06   0.115765E-02  -0.676690E-06
