#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.705360E-02   0.168153E+08   0.168085E+08  -0.217581E+04  -0.815601E+04   0.126721E+08   0.167955E+08   0.168142E+08   0.167955E+08  -0.401229E+00   0.886837E+07   0.886788E+07   0.229047E+02
   0.723208E-02   0.167315E+08   0.167245E+08  -0.284682E+04  -0.772015E+04   0.125115E+08   0.167113E+08   0.167304E+08   0.167113E+08  -0.399218E+00   0.882398E+07   0.882350E+07   0.223295E+02
   0.741508E-02   0.166459E+08   0.166387E+08  -0.400862E+04  -0.730663E+04   0.123490E+08   0.166254E+08   0.166447E+08   0.166254E+08  -0.397164E+00   0.877866E+07   0.877818E+07   0.217689E+02
   0.760271E-02   0.165585E+08   0.165510E+08  -0.297983E+04  -0.691433E+04   0.121850E+08   0.165376E+08   0.165573E+08   0.165376E+08  -0.395067E+00   0.873239E+07   0.873191E+07   0.212258E+02
   0.779509E-02   0.164693E+08   0.164615E+08  -0.211900E+04  -0.654220E+04   0.120193E+08   0.164480E+08   0.164680E+08   0.164480E+08  -0.392926E+00   0.868516E+07   0.868467E+07   0.207024E+02
   0.799233E-02   0.163782E+08   0.163702E+08  -0.318155E+04  -0.618922E+04   0.118521E+08   0.163565E+08   0.163769E+08   0.163565E+08  -0.390741E+00   0.863695E+07   0.863646E+07   0.201991E+02
   0.819456E-02   0.162853E+08   0.162770E+08  -0.315659E+04  -0.585445E+04   0.116833E+08   0.162632E+08   0.162840E+08   0.162632E+08  -0.388512E+00   0.858775E+07   0.858727E+07   0.197139E+02
   0.840192E-02   0.161904E+08   0.161819E+08  -0.206629E+04  -0.553696E+04   0.115132E+08   0.161680E+08   0.161891E+08   0.161680E+08  -0.386238E+00   0.853756E+07   0.853708E+07   0.192435E+02
   0.861451E-02   0.160937E+08   0.160848E+08  -0.271965E+04  -0.523590E+04   0.113416E+08   0.160709E+08   0.160923E+08   0.160709E+08  -0.383918E+00   0.848637E+07   0.848588E+07   0.187849E+02
   0.883249E-02   0.159951E+08   0.159858E+08  -0.295073E+04  -0.495043E+04   0.111688E+08   0.159719E+08   0.159936E+08   0.159719E+08  -0.381552E+00   0.843416E+07   0.843367E+07   0.183358E+02
   0.905599E-02   0.158945E+08   0.158849E+08  -0.187040E+04  -0.467979E+04   0.109948E+08   0.158709E+08   0.158930E+08   0.158709E+08  -0.379140E+00   0.838091E+07   0.838043E+07   0.178962E+02
   0.928514E-02   0.157919E+08   0.157820E+08  -0.243653E+04  -0.442321E+04   0.108196E+08   0.157679E+08   0.157903E+08   0.157679E+08  -0.376680E+00   0.832663E+07   0.832615E+07   0.174678E+02
   0.952008E-02   0.156873E+08   0.156770E+08  -0.260633E+04  -0.418000E+04   0.106432E+08   0.156630E+08   0.156857E+08   0.156630E+08  -0.374173E+00   0.827130E+07   0.827081E+07   0.170530E+02
   0.976097E-02   0.155808E+08   0.155701E+08  -0.171498E+04  -0.394949E+04   0.104659E+08   0.155560E+08   0.155791E+08   0.155560E+08  -0.371618E+00   0.821491E+07   0.821442E+07   0.166534E+02
   0.100080E-01   0.154722E+08   0.154611E+08  -0.234852E+04  -0.373102E+04   0.102877E+08   0.154471E+08   0.154704E+08   0.154471E+08  -0.369015E+00   0.815745E+07   0.815696E+07   0.162687E+02
   0.102612E-01   0.153615E+08   0.153500E+08  -0.201554E+04  -0.352400E+04   0.101086E+08   0.153360E+08   0.153597E+08   0.153360E+08  -0.366362E+00   0.809890E+07   0.809841E+07   0.158968E+02
   0.105208E-01   0.152488E+08   0.152368E+08  -0.169072E+04  -0.332785E+04   0.992869E+07   0.152229E+08   0.152469E+08   0.152229E+08  -0.363660E+00   0.803926E+07   0.803877E+07   0.155350E+02
   0.107871E-01   0.151340E+08   0.151215E+08  -0.220740E+04  -0.314201E+04   0.974812E+07   0.151077E+08   0.151320E+08   0.151077E+08  -0.360909E+00   0.797852E+07   0.797803E+07   0.151817E+02
   0.110600E-01   0.150170E+08   0.150041E+08  -0.144532E+04  -0.296596E+04   0.956694E+07   0.149904E+08   0.150150E+08   0.149904E+08  -0.358107E+00   0.791667E+07   0.791618E+07   0.148369E+02
   0.113399E-01   0.148980E+08   0.148846E+08  -0.190203E+04  -0.279921E+04   0.938524E+07   0.148710E+08   0.148959E+08   0.148710E+08  -0.355254E+00   0.785369E+07   0.785320E+07   0.145023E+02
   0.116268E-01   0.147768E+08   0.147628E+08  -0.156941E+04  -0.264129E+04   0.920310E+07   0.147495E+08   0.147746E+08   0.147495E+08  -0.352350E+00   0.778959E+07   0.778909E+07   0.141794E+02
   0.119210E-01   0.146534E+08   0.146389E+08  -0.151878E+04  -0.249174E+04   0.902062E+07   0.146257E+08   0.146511E+08   0.146257E+08  -0.349394E+00   0.772434E+07   0.772384E+07   0.138682E+02
   0.122227E-01   0.145278E+08   0.145128E+08  -0.159175E+04  -0.235014E+04   0.883789E+07   0.144998E+08   0.145255E+08   0.144998E+08  -0.346386E+00   0.765794E+07   0.765744E+07   0.135672E+02
   0.125319E-01   0.144001E+08   0.143845E+08  -0.127970E+04  -0.221609E+04   0.865500E+07   0.143717E+08   0.143976E+08   0.143717E+08  -0.343326E+00   0.759038E+07   0.758988E+07   0.132743E+02
   0.128490E-01   0.142701E+08   0.142539E+08  -0.153100E+04  -0.208919E+04   0.847203E+07   0.142414E+08   0.142676E+08   0.142414E+08  -0.340213E+00   0.752165E+07   0.752115E+07   0.129887E+02
   0.131742E-01   0.141379E+08   0.141211E+08  -0.111906E+04  -0.196909E+04   0.828909E+07   0.141089E+08   0.141353E+08   0.141089E+08  -0.337047E+00   0.745175E+07   0.745125E+07   0.127108E+02
   0.135075E-01   0.140035E+08   0.139860E+08  -0.140106E+04  -0.185543E+04   0.810627E+07   0.139741E+08   0.140007E+08   0.139741E+08  -0.333828E+00   0.738067E+07   0.738016E+07   0.124421E+02
   0.138493E-01   0.138668E+08   0.138487E+08  -0.103939E+04  -0.174790E+04   0.792367E+07   0.138371E+08   0.138639E+08   0.138371E+08  -0.330555E+00   0.730840E+07   0.730789E+07   0.121826E+02
   0.141997E-01   0.137278E+08   0.137090E+08  -0.122939E+04  -0.164616E+04   0.774139E+07   0.136979E+08   0.137248E+08   0.136979E+08  -0.327228E+00   0.723493E+07   0.723443E+07   0.119312E+02
   0.145590E-01   0.135866E+08   0.135671E+08  -0.998564E+03  -0.154993E+04   0.755952E+07   0.135563E+08   0.135835E+08   0.135563E+08  -0.323847E+00   0.716027E+07   0.715976E+07   0.116862E+02
   0.149274E-01   0.134430E+08   0.134229E+08  -0.103549E+04  -0.145892E+04   0.737816E+07   0.134125E+08   0.134399E+08   0.134125E+08  -0.320412E+00   0.708442E+07   0.708390E+07   0.114473E+02
   0.153052E-01   0.132972E+08   0.132763E+08  -0.100272E+04  -0.137286E+04   0.719742E+07   0.132665E+08   0.132940E+08   0.132665E+08  -0.316923E+00   0.700736E+07   0.700684E+07   0.112153E+02
   0.156924E-01   0.131492E+08   0.131275E+08  -0.823480E+03  -0.129150E+04   0.701739E+07   0.131181E+08   0.131458E+08   0.131181E+08  -0.313379E+00   0.692909E+07   0.692858E+07   0.109906E+02
   0.160895E-01   0.129988E+08   0.129763E+08  -0.992692E+03  -0.121459E+04   0.683819E+07   0.129675E+08   0.129953E+08   0.129675E+08  -0.309781E+00   0.684963E+07   0.684911E+07   0.107723E+02
   0.164966E-01   0.128462E+08   0.128229E+08  -0.721062E+03  -0.114191E+04   0.665989E+07   0.128146E+08   0.128425E+08   0.128146E+08  -0.306129E+00   0.676897E+07   0.676845E+07   0.105593E+02
   0.169140E-01   0.126913E+08   0.126672E+08  -0.815176E+03  -0.107323E+04   0.648262E+07   0.126595E+08   0.126875E+08   0.126595E+08  -0.302423E+00   0.668712E+07   0.668659E+07   0.103512E+02
   0.173420E-01   0.125341E+08   0.125092E+08  -0.796827E+03  -0.100836E+04   0.630647E+07   0.125021E+08   0.125302E+08   0.125021E+08  -0.298663E+00   0.660408E+07   0.660355E+07   0.101484E+02
   0.177808E-01   0.123747E+08   0.123489E+08  -0.608050E+03  -0.947084E+03   0.613155E+07   0.123425E+08   0.123707E+08   0.123425E+08  -0.294851E+00   0.651987E+07   0.651934E+07   0.995101E+01
   0.182308E-01   0.122131E+08   0.121864E+08  -0.703046E+03  -0.889225E+03   0.595795E+07   0.121808E+08   0.122089E+08   0.121808E+08  -0.290986E+00   0.643449E+07   0.643396E+07   0.975802E+01
   0.186921E-01   0.120493E+08   0.120218E+08  -0.683888E+03  -0.834604E+03   0.578578E+07   0.120168E+08   0.120450E+08   0.120168E+08  -0.287069E+00   0.634798E+07   0.634744E+07   0.956871E+01
   0.191650E-01   0.118834E+08   0.118549E+08  -0.524809E+03  -0.783052E+03   0.561514E+07   0.118507E+08   0.118790E+08   0.118507E+08  -0.283101E+00   0.626033E+07   0.625979E+07   0.938319E+01
   0.196500E-01   0.117154E+08   0.116860E+08  -0.538944E+03  -0.734409E+03   0.544614E+07   0.116826E+08   0.117108E+08   0.116825E+08  -0.279084E+00   0.617158E+07   0.617103E+07   0.920149E+01
   0.201472E-01   0.115453E+08   0.115150E+08  -0.592242E+03  -0.688524E+03   0.527889E+07   0.115123E+08   0.115406E+08   0.115123E+08  -0.275018E+00   0.608175E+07   0.608120E+07   0.902290E+01
   0.206570E-01   0.113733E+08   0.113420E+08  -0.521670E+03  -0.645252E+03   0.511347E+07   0.113402E+08   0.113684E+08   0.113402E+08  -0.270905E+00   0.599087E+07   0.599033E+07   0.884677E+01
   0.211797E-01   0.111993E+08   0.111671E+08  -0.423840E+03  -0.604457E+03   0.495001E+07   0.111661E+08   0.111942E+08   0.111661E+08  -0.266746E+00   0.589899E+07   0.589844E+07   0.867311E+01
   0.217156E-01   0.110234E+08   0.109903E+08  -0.402868E+03  -0.566010E+03   0.478861E+07   0.109902E+08   0.110182E+08   0.109902E+08  -0.262543E+00   0.580614E+07   0.580558E+07   0.850172E+01
   0.222651E-01   0.108458E+08   0.108117E+08  -0.426875E+03  -0.529787E+03   0.462936E+07   0.108125E+08   0.108405E+08   0.108125E+08  -0.258299E+00   0.571236E+07   0.571180E+07   0.833193E+01
   0.228285E-01   0.106666E+08   0.106315E+08  -0.434235E+03  -0.495673E+03   0.447238E+07   0.106332E+08   0.106611E+08   0.106332E+08  -0.254016E+00   0.561771E+07   0.561715E+07   0.816339E+01
   0.234061E-01   0.104858E+08   0.104498E+08  -0.406445E+03  -0.463555E+03   0.431775E+07   0.104523E+08   0.104801E+08   0.104523E+08  -0.249696E+00   0.552225E+07   0.552169E+07   0.799600E+01
   0.239984E-01   0.103035E+08   0.102666E+08  -0.363693E+03  -0.433329E+03   0.416559E+07   0.102701E+08   0.102977E+08   0.102701E+08  -0.245342E+00   0.542604E+07   0.542548E+07   0.782928E+01
   0.246056E-01   0.101200E+08   0.100821E+08  -0.322172E+03  -0.404895E+03   0.401599E+07   0.100866E+08   0.101141E+08   0.100866E+08  -0.240958E+00   0.532915E+07   0.532859E+07   0.766278E+01
   0.252282E-01   0.993533E+07   0.989656E+07  -0.290519E+03  -0.378158E+03   0.386903E+07   0.990192E+07   0.992924E+07   0.990192E+07  -0.236547E+00   0.523167E+07   0.523110E+07   0.749635E+01
   0.258666E-01   0.974966E+07   0.971002E+07  -0.266477E+03  -0.353029E+03   0.372482E+07   0.971631E+07   0.974344E+07   0.971631E+07  -0.232113E+00   0.513368E+07   0.513311E+07   0.732961E+01
   0.265211E-01   0.956319E+07   0.952271E+07  -0.244218E+03  -0.329423E+03   0.358345E+07   0.952991E+07   0.955683E+07   0.952991E+07  -0.227660E+00   0.503526E+07   0.503469E+07   0.716215E+01
   0.271922E-01   0.937610E+07   0.933481E+07  -0.212959E+03  -0.307258E+03   0.344501E+07   0.934291E+07   0.936962E+07   0.934291E+07  -0.223193E+00   0.493653E+07   0.493596E+07   0.699380E+01
   0.278803E-01   0.918861E+07   0.914655E+07  -0.171017E+03  -0.286457E+03   0.330958E+07   0.915553E+07   0.918200E+07   0.915553E+07  -0.218716E+00   0.483760E+07   0.483703E+07   0.682422E+01
   0.285857E-01   0.900093E+07   0.895815E+07  -0.181805E+03  -0.266948E+03   0.317727E+07   0.896799E+07   0.899421E+07   0.896799E+07  -0.214236E+00   0.473857E+07   0.473800E+07   0.665311E+01
   0.293091E-01   0.881330E+07   0.876986E+07  -0.241451E+03  -0.248660E+03   0.304814E+07   0.878052E+07   0.880647E+07   0.878052E+07  -0.209757E+00   0.463958E+07   0.463901E+07   0.648030E+01
   0.300507E-01   0.862597E+07   0.858193E+07  -0.188742E+03  -0.231528E+03   0.292228E+07   0.859337E+07   0.861905E+07   0.859337E+07  -0.205287E+00   0.454076E+07   0.454019E+07   0.630551E+01
   0.308111E-01   0.843921E+07   0.839463E+07  -0.209789E+03  -0.215490E+03   0.279975E+07   0.840682E+07   0.843221E+07   0.840682E+07  -0.200830E+00   0.444224E+07   0.444168E+07   0.612858E+01
   0.315907E-01   0.825330E+07   0.820826E+07  -0.155626E+03  -0.200485E+03   0.268061E+07   0.822114E+07   0.824622E+07   0.822114E+07  -0.196394E+00   0.434419E+07   0.434362E+07   0.594936E+01
   0.323901E-01   0.806852E+07   0.802311E+07  -0.159160E+03  -0.186456E+03   0.256493E+07   0.803662E+07   0.806139E+07   0.803662E+07  -0.191986E+00   0.424674E+07   0.424618E+07   0.576771E+01
   0.332096E-01   0.788519E+07   0.783948E+07  -0.137177E+03  -0.173349E+03   0.245275E+07   0.785356E+07   0.787801E+07   0.785356E+07  -0.187613E+00   0.415007E+07   0.414951E+07   0.558359E+01
   0.340500E-01   0.770361E+07   0.765771E+07  -0.138357E+03  -0.161114E+03   0.234413E+07   0.767227E+07   0.769640E+07   0.767227E+07  -0.183283E+00   0.405433E+07   0.405378E+07   0.539693E+01
   0.349116E-01   0.752409E+07   0.747811E+07  -0.131432E+03  -0.149700E+03   0.223911E+07   0.749308E+07   0.751687E+07   0.749308E+07  -0.179002E+00   0.395969E+07   0.395914E+07   0.520778E+01
   0.357949E-01   0.734696E+07   0.730100E+07  -0.115956E+03  -0.139061E+03   0.213772E+07   0.731630E+07   0.733974E+07   0.731630E+07  -0.174779E+00   0.386632E+07   0.386578E+07   0.501619E+01
   0.367007E-01   0.717255E+07   0.712672E+07  -0.126132E+03  -0.129151E+03   0.203997E+07   0.714225E+07   0.716535E+07   0.714225E+07  -0.170621E+00   0.377440E+07   0.377386E+07   0.482231E+01
   0.376293E-01   0.700116E+07   0.695559E+07  -0.106046E+03  -0.119929E+03   0.194587E+07   0.697125E+07   0.699400E+07   0.697125E+07  -0.166536E+00   0.368408E+07   0.368356E+07   0.462634E+01
   0.385815E-01   0.683311E+07   0.678793E+07  -0.100105E+03  -0.111354E+03   0.185542E+07   0.680361E+07   0.682602E+07   0.680361E+07  -0.162531E+00   0.359554E+07   0.359502E+07   0.442852E+01
   0.395577E-01   0.666871E+07   0.662404E+07  -0.977120E+02  -0.103385E+03   0.176861E+07   0.663964E+07   0.666169E+07   0.663964E+07  -0.158614E+00   0.350892E+07   0.350842E+07   0.422918E+01
   0.405587E-01   0.650823E+07   0.646421E+07  -0.857618E+02  -0.959869E+02   0.168543E+07   0.647961E+07   0.650131E+07   0.647961E+07  -0.154791E+00   0.342440E+07   0.342391E+07   0.402874E+01
   0.415850E-01   0.635193E+07   0.630870E+07  -0.814714E+02  -0.891227E+02   0.160583E+07   0.632378E+07   0.634514E+07   0.632378E+07  -0.151069E+00   0.334209E+07   0.334161E+07   0.382765E+01
   0.426372E-01   0.620006E+07   0.615774E+07  -0.756367E+02  -0.827584E+02   0.152974E+07   0.617239E+07   0.619341E+07   0.617239E+07  -0.147452E+00   0.326212E+07   0.326166E+07   0.362646E+01
   0.437161E-01   0.605281E+07   0.601154E+07  -0.622276E+02  -0.768614E+02   0.145712E+07   0.602564E+07   0.604633E+07   0.602564E+07  -0.143946E+00   0.318460E+07   0.318415E+07   0.342578E+01
   0.448090E-01   0.591200E+07   0.587190E+07  -0.694823E+02  -0.714626E+02   0.138870E+07   0.588534E+07   0.590570E+07   0.588534E+07  -0.140595E+00   0.311049E+07   0.311005E+07   0.322865E+01
   0.459019E-01   0.577920E+07   0.574034E+07  -0.567184E+02  -0.665766E+02   0.132506E+07   0.575304E+07   0.577309E+07   0.575304E+07  -0.137434E+00   0.304060E+07   0.304018E+07   0.303809E+01
   0.469948E-01   0.565397E+07   0.561643E+07  -0.495631E+02  -0.621455E+02   0.126577E+07   0.562832E+07   0.564807E+07   0.562832E+07  -0.134455E+00   0.297471E+07   0.297431E+07   0.285444E+01
   0.480877E-01   0.553587E+07   0.549972E+07  -0.582984E+02  -0.581186E+02   0.121050E+07   0.551072E+07   0.553019E+07   0.551072E+07  -0.131645E+00   0.291259E+07   0.291220E+07   0.267801E+01
   0.491806E-01   0.542445E+07   0.538973E+07  -0.443923E+02  -0.544511E+02   0.115893E+07   0.539980E+07   0.541900E+07   0.539980E+07  -0.128996E+00   0.285399E+07   0.285362E+07   0.250910E+01
   0.502735E-01   0.531926E+07   0.528600E+07  -0.439738E+02  -0.511038E+02   0.111073E+07   0.529509E+07   0.531404E+07   0.529509E+07  -0.126494E+00   0.279868E+07   0.279832E+07   0.234794E+01
   0.513664E-01   0.521984E+07   0.518806E+07  -0.474600E+02  -0.480419E+02   0.106560E+07   0.519614E+07   0.521485E+07   0.519614E+07  -0.124130E+00   0.274641E+07   0.274607E+07   0.219474E+01
   0.524593E-01   0.512572E+07   0.509543E+07  -0.355766E+02  -0.452347E+02   0.102330E+07   0.510249E+07   0.512096E+07   0.510249E+07  -0.121893E+00   0.269693E+07   0.269661E+07   0.204964E+01
   0.535522E-01   0.503645E+07   0.500764E+07  -0.403543E+02  -0.426553E+02   0.983594E+06   0.501368E+07   0.503193E+07   0.501368E+07  -0.119772E+00   0.265001E+07   0.264970E+07   0.191278E+01
   0.546451E-01   0.495159E+07   0.492424E+07  -0.390846E+02  -0.402796E+02   0.946223E+06   0.492926E+07   0.494729E+07   0.492926E+07  -0.117755E+00   0.260541E+07   0.260512E+07   0.178419E+01
   0.557380E-01   0.487070E+07   0.484478E+07  -0.365068E+02  -0.380865E+02   0.910987E+06   0.484880E+07   0.486662E+07   0.484880E+07  -0.115833E+00   0.256290E+07   0.256263E+07   0.166391E+01
   0.568309E-01   0.479335E+07   0.476882E+07  -0.330445E+02  -0.360572E+02   0.877707E+06   0.477187E+07   0.478950E+07   0.477187E+07  -0.113995E+00   0.252226E+07   0.252200E+07   0.155189E+01
   0.579238E-01   0.471914E+07   0.469596E+07  -0.298284E+02  -0.341751E+02   0.846204E+06   0.469806E+07   0.471550E+07   0.469806E+07  -0.112232E+00   0.248327E+07   0.248302E+07   0.144807E+01
   0.590167E-01   0.464770E+07   0.462579E+07  -0.270811E+02  -0.324254E+02   0.816315E+06   0.462700E+07   0.464425E+07   0.462700E+07  -0.110534E+00   0.244573E+07   0.244549E+07   0.135233E+01
   0.601096E-01   0.457864E+07   0.455794E+07  -0.312526E+02  -0.307951E+02   0.787897E+06   0.455832E+07   0.457539E+07   0.455832E+07  -0.108893E+00   0.240944E+07   0.240921E+07   0.126449E+01
   0.612025E-01   0.451163E+07   0.449207E+07  -0.249850E+02  -0.292728E+02   0.760815E+06   0.449167E+07   0.450856E+07   0.449167E+07  -0.107301E+00   0.237423E+07   0.237401E+07   0.118437E+01
   0.622954E-01   0.444636E+07   0.442785E+07  -0.212510E+02  -0.278480E+02   0.734962E+06   0.442674E+07   0.444345E+07   0.442674E+07  -0.105750E+00   0.233992E+07   0.233971E+07   0.111171E+01
   0.633883E-01   0.438253E+07   0.436499E+07  -0.272323E+02  -0.265119E+02   0.710232E+06   0.436323E+07   0.437977E+07   0.436323E+07  -0.104233E+00   0.230637E+07   0.230617E+07   0.104625E+01
   0.644813E-01   0.431988E+07   0.430322E+07  -0.231714E+02  -0.252563E+02   0.686518E+06   0.430090E+07   0.431726E+07   0.430090E+07  -0.102744E+00   0.227343E+07   0.227324E+07   0.987672E+00
   0.655742E-01   0.425817E+07   0.424231E+07  -0.236545E+02  -0.240743E+02   0.663747E+06   0.423949E+07   0.425568E+07   0.423949E+07  -0.101277E+00   0.224099E+07   0.224080E+07   0.935656E+00
   0.666671E-01   0.419720E+07   0.418204E+07  -0.225078E+02  -0.229594E+02   0.641846E+06   0.417881E+07   0.419482E+07   0.417881E+07  -0.998274E-01   0.220893E+07   0.220875E+07   0.889841E+00
   0.677600E-01   0.413680E+07   0.412225E+07  -0.193876E+02  -0.219062E+02   0.620741E+06   0.411868E+07   0.413451E+07   0.411868E+07  -0.983908E-01   0.217715E+07   0.217698E+07   0.849855E+00
   0.688529E-01   0.407680E+07   0.406276E+07  -0.189206E+02  -0.209098E+02   0.600386E+06   0.405894E+07   0.407460E+07   0.405894E+07  -0.969638E-01   0.214559E+07   0.214542E+07   0.815305E+00
   0.699458E-01   0.401710E+07   0.400348E+07  -0.198159E+02  -0.199658E+02   0.580726E+06   0.399948E+07   0.401496E+07   0.399948E+07  -0.955434E-01   0.211417E+07   0.211400E+07   0.785789E+00
   0.710387E-01   0.395758E+07   0.394430E+07  -0.157930E+02  -0.190703E+02   0.561714E+06   0.394020E+07   0.395549E+07   0.394020E+07  -0.941272E-01   0.208284E+07   0.208268E+07   0.760895E+00
   0.721316E-01   0.389818E+07   0.388516E+07  -0.190877E+02  -0.182201E+02   0.543324E+06   0.388103E+07   0.389614E+07   0.388103E+07  -0.927137E-01   0.205158E+07   0.205142E+07   0.740207E+00
   0.732245E-01   0.383887E+07   0.382601E+07  -0.166302E+02  -0.174119E+02   0.525519E+06   0.382192E+07   0.383685E+07   0.382192E+07  -0.913017E-01   0.202035E+07   0.202019E+07   0.723309E+00
   0.743174E-01   0.377960E+07   0.376685E+07  -0.125194E+02  -0.166432E+02   0.508273E+06   0.376286E+07   0.377760E+07   0.376286E+07  -0.898908E-01   0.198914E+07   0.198898E+07   0.709786E+00
   0.754103E-01   0.372039E+07   0.370766E+07  -0.151231E+02  -0.159116E+02   0.491565E+06   0.370385E+07   0.371839E+07   0.370385E+07  -0.884810E-01   0.195795E+07   0.195779E+07   0.699230E+00
   0.765032E-01   0.366125E+07   0.364849E+07  -0.130012E+02  -0.152150E+02   0.475373E+06   0.364489E+07   0.365924E+07   0.364489E+07  -0.870727E-01   0.192680E+07   0.192664E+07   0.691239E+00
   0.775961E-01   0.360222E+07   0.358936E+07  -0.110937E+02  -0.145513E+02   0.459687E+06   0.358604E+07   0.360020E+07   0.358604E+07  -0.856668E-01   0.189570E+07   0.189554E+07   0.685426E+00
   0.786890E-01   0.354335E+07   0.353035E+07  -0.165238E+02  -0.139190E+02   0.444492E+06   0.352735E+07   0.354131E+07   0.352735E+07  -0.842647E-01   0.186468E+07   0.186452E+07   0.681417E+00
   0.797819E-01   0.348471E+07   0.347152E+07  -0.676649E+01  -0.133165E+02   0.429778E+06   0.346888E+07   0.348264E+07   0.346888E+07  -0.828679E-01   0.183378E+07   0.183362E+07   0.678854E+00
   0.808748E-01   0.342638E+07   0.341297E+07  -0.964207E+01  -0.127423E+02   0.415536E+06   0.341071E+07   0.342427E+07   0.341071E+07  -0.814783E-01   0.180304E+07   0.180287E+07   0.677400E+00
   0.819677E-01   0.336844E+07   0.335478E+07  -0.754722E+01  -0.121952E+02   0.401756E+06   0.335293E+07   0.336629E+07   0.335293E+07  -0.800980E-01   0.177250E+07   0.177233E+07   0.676735E+00
   0.830606E-01   0.331099E+07   0.329706E+07  -0.895923E+01  -0.116740E+02   0.388437E+06   0.329564E+07   0.330880E+07   0.329564E+07  -0.787294E-01   0.174222E+07   0.174205E+07   0.676564E+00
   0.841535E-01   0.325414E+07   0.323991E+07  -0.873846E+01  -0.111776E+02   0.375571E+06   0.323894E+07   0.325190E+07   0.323894E+07  -0.773749E-01   0.171226E+07   0.171209E+07   0.676613E+00
   0.852464E-01   0.319798E+07   0.318346E+07  -0.657039E+01  -0.107050E+02   0.363152E+06   0.318293E+07   0.319570E+07   0.318293E+07  -0.760369E-01   0.168266E+07   0.168248E+07   0.676635E+00
   0.863393E-01   0.314262E+07   0.312781E+07  -0.431722E+01  -0.102551E+02   0.351174E+06   0.312772E+07   0.314030E+07   0.312772E+07  -0.747181E-01   0.165348E+07   0.165330E+07   0.676407E+00
   0.874322E-01   0.308818E+07   0.307307E+07  -0.738616E+01  -0.982716E+01   0.339635E+06   0.307342E+07   0.308580E+07   0.307342E+07  -0.734209E-01   0.162478E+07   0.162460E+07   0.675731E+00
   0.885251E-01   0.303474E+07   0.301935E+07  -0.102357E+02  -0.942019E+01   0.328528E+06   0.302013E+07   0.303232E+07   0.302013E+07  -0.721478E-01   0.159661E+07   0.159644E+07   0.674437E+00
   0.896180E-01   0.298241E+07   0.296676E+07  -0.446457E+01  -0.903339E+01   0.317847E+06   0.296795E+07   0.297995E+07   0.296795E+07  -0.709013E-01   0.156904E+07   0.156886E+07   0.672378E+00
   0.907109E-01   0.293129E+07   0.291540E+07  -0.854327E+01  -0.866594E+01   0.307587E+06   0.291698E+07   0.292879E+07   0.291698E+07  -0.696836E-01   0.154209E+07   0.154191E+07   0.669433E+00
   0.918038E-01   0.288146E+07   0.286536E+07  -0.442557E+01  -0.831705E+01   0.297741E+06   0.286729E+07   0.287893E+07   0.286729E+07  -0.684966E-01   0.151583E+07   0.151565E+07   0.665505E+00
   0.931698E-01   0.282111E+07   0.280479E+07  -0.409935E+01  -0.790591E+01   0.286004E+06   0.280713E+07   0.281855E+07   0.280713E+07  -0.670594E-01   0.148404E+07   0.148385E+07   0.659107E+00
   0.945357E-01   0.276304E+07   0.274655E+07  -0.702018E+01  -0.752109E+01   0.274885E+06   0.274925E+07   0.276045E+07   0.274925E+07  -0.656766E-01   0.145344E+07   0.145326E+07   0.650973E+00
   0.959017E-01   0.270735E+07   0.269075E+07  -0.454881E+01  -0.716114E+01   0.264368E+06   0.269375E+07   0.270475E+07   0.269375E+07  -0.643508E-01   0.142411E+07   0.142392E+07   0.641064E+00
   0.972677E-01   0.265413E+07   0.263749E+07  -0.632042E+01  -0.682466E+01   0.254431E+06   0.264072E+07   0.265152E+07   0.264072E+07  -0.630839E-01   0.139608E+07   0.139589E+07   0.629390E+00
   0.986336E-01   0.260344E+07   0.258681E+07  -0.584141E+01  -0.651027E+01   0.245052E+06   0.259021E+07   0.260083E+07   0.259021E+07  -0.618774E-01   0.136938E+07   0.136920E+07   0.616006E+00
   0.999996E-01   0.255530E+07   0.253876E+07  -0.744955E+01  -0.621662E+01   0.236211E+06   0.254226E+07   0.255270E+07   0.254226E+07  -0.607319E-01   0.134403E+07   0.134385E+07   0.601005E+00
   0.101366E+00   0.250970E+07   0.249332E+07  -0.482498E+01  -0.594237E+01   0.227881E+06   0.249686E+07   0.250713E+07   0.249686E+07  -0.596473E-01   0.132004E+07   0.131986E+07   0.584514E+00
   0.102732E+00   0.246663E+07   0.245046E+07  -0.521913E+01  -0.568624E+01   0.220034E+06   0.245398E+07   0.246409E+07   0.245398E+07  -0.586229E-01   0.129737E+07   0.129720E+07   0.566690E+00
   0.104097E+00   0.242603E+07   0.241013E+07  -0.420954E+01  -0.544697E+01   0.212649E+06   0.241356E+07   0.242353E+07   0.241356E+07  -0.576575E-01   0.127601E+07   0.127584E+07   0.547711E+00
   0.105463E+00   0.238780E+07   0.237224E+07  -0.314202E+01  -0.522334E+01   0.205692E+06   0.237554E+07   0.238536E+07   0.237554E+07  -0.567490E-01   0.125591E+07   0.125574E+07   0.527774E+00
   0.106829E+00   0.235186E+07   0.233668E+07  -0.511474E+01  -0.501416E+01   0.199140E+06   0.233979E+07   0.234948E+07   0.233979E+07  -0.558951E-01   0.123701E+07   0.123685E+07   0.507089E+00
