#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.206015E+01   0.281043E+05   0.279658E+05  -0.158277E-03  -0.161403E-03   0.149894E+02   0.279560E+05   0.280825E+05   0.279560E+05  -0.667840E-03   0.147829E+05   0.147814E+05   0.248630E-03
   0.206152E+01   0.280727E+05   0.279343E+05  -0.157890E-03  -0.161008E-03   0.149533E+02   0.279246E+05   0.280509E+05   0.279246E+05  -0.667089E-03   0.147663E+05   0.147648E+05   0.248184E-03
   0.206288E+01   0.280411E+05   0.279029E+05  -0.157503E-03  -0.160614E-03   0.149173E+02   0.278932E+05   0.280194E+05   0.278932E+05  -0.666338E-03   0.147497E+05   0.147482E+05   0.247739E-03
   0.206425E+01   0.280096E+05   0.278715E+05  -0.157118E-03  -0.160221E-03   0.148814E+02   0.278618E+05   0.279879E+05   0.278618E+05  -0.665590E-03   0.147331E+05   0.147316E+05   0.247296E-03
   0.206562E+01   0.279781E+05   0.278402E+05  -0.156734E-03  -0.159830E-03   0.148457E+02   0.278305E+05   0.279565E+05   0.278305E+05  -0.664842E-03   0.147166E+05   0.147150E+05   0.246853E-03
   0.206698E+01   0.279467E+05   0.278090E+05  -0.156351E-03  -0.159440E-03   0.148100E+02   0.277993E+05   0.279251E+05   0.277993E+05  -0.664096E-03   0.147000E+05   0.146985E+05   0.246411E-03
   0.206835E+01   0.279154E+05   0.277778E+05  -0.155970E-03  -0.159050E-03   0.147745E+02   0.277681E+05   0.278938E+05   0.277681E+05  -0.663351E-03   0.146836E+05   0.146820E+05   0.245970E-03
   0.206971E+01   0.278841E+05   0.277466E+05  -0.155589E-03  -0.158662E-03   0.147390E+02   0.277370E+05   0.278625E+05   0.277370E+05  -0.662607E-03   0.146671E+05   0.146656E+05   0.245531E-03
   0.207108E+01   0.278528E+05   0.277156E+05  -0.155210E-03  -0.158276E-03   0.147037E+02   0.277059E+05   0.278313E+05   0.277059E+05  -0.661865E-03   0.146507E+05   0.146491E+05   0.245092E-03
   0.207245E+01   0.278216E+05   0.276845E+05  -0.154832E-03  -0.157890E-03   0.146685E+02   0.276749E+05   0.278001E+05   0.276749E+05  -0.661123E-03   0.146343E+05   0.146327E+05   0.244655E-03
   0.207381E+01   0.277905E+05   0.276535E+05  -0.154455E-03  -0.157506E-03   0.146334E+02   0.276439E+05   0.277690E+05   0.276439E+05  -0.660384E-03   0.146179E+05   0.146164E+05   0.244218E-03
   0.207518E+01   0.277594E+05   0.276226E+05  -0.154079E-03  -0.157123E-03   0.145983E+02   0.276130E+05   0.277379E+05   0.276130E+05  -0.659645E-03   0.146015E+05   0.146000E+05   0.243783E-03
   0.207654E+01   0.277284E+05   0.275917E+05  -0.153705E-03  -0.156740E-03   0.145634E+02   0.275821E+05   0.277069E+05   0.275821E+05  -0.658908E-03   0.145852E+05   0.145837E+05   0.243349E-03
   0.207791E+01   0.276974E+05   0.275609E+05  -0.153331E-03  -0.156360E-03   0.145286E+02   0.275513E+05   0.276760E+05   0.275513E+05  -0.658172E-03   0.145689E+05   0.145674E+05   0.242915E-03
   0.207928E+01   0.276665E+05   0.275302E+05  -0.152959E-03  -0.155980E-03   0.144939E+02   0.275206E+05   0.276451E+05   0.275206E+05  -0.657437E-03   0.145527E+05   0.145512E+05   0.242483E-03
   0.208064E+01   0.276357E+05   0.274995E+05  -0.152588E-03  -0.155602E-03   0.144593E+02   0.274899E+05   0.276143E+05   0.274899E+05  -0.656704E-03   0.145364E+05   0.145349E+05   0.242052E-03
   0.208201E+01   0.276049E+05   0.274688E+05  -0.152218E-03  -0.155224E-03   0.144248E+02   0.274592E+05   0.275835E+05   0.274592E+05  -0.655972E-03   0.145202E+05   0.145187E+05   0.241622E-03
   0.208337E+01   0.275741E+05   0.274382E+05  -0.151849E-03  -0.154848E-03   0.143905E+02   0.274286E+05   0.275528E+05   0.274286E+05  -0.655241E-03   0.145040E+05   0.145025E+05   0.241193E-03
   0.208474E+01   0.275434E+05   0.274077E+05  -0.151481E-03  -0.154473E-03   0.143562E+02   0.273981E+05   0.275221E+05   0.273981E+05  -0.654512E-03   0.144879E+05   0.144864E+05   0.240765E-03
   0.208611E+01   0.275128E+05   0.273772E+05  -0.151115E-03  -0.154099E-03   0.143220E+02   0.273676E+05   0.274915E+05   0.273676E+05  -0.653783E-03   0.144718E+05   0.144703E+05   0.240338E-03
   0.208747E+01   0.274822E+05   0.273467E+05  -0.150749E-03  -0.153726E-03   0.142879E+02   0.273372E+05   0.274609E+05   0.273372E+05  -0.653056E-03   0.144557E+05   0.144542E+05   0.239912E-03
   0.208884E+01   0.274516E+05   0.273163E+05  -0.150385E-03  -0.153355E-03   0.142539E+02   0.273068E+05   0.274304E+05   0.273068E+05  -0.652330E-03   0.144396E+05   0.144381E+05   0.239487E-03
   0.209020E+01   0.274211E+05   0.272860E+05  -0.150021E-03  -0.152984E-03   0.142201E+02   0.272765E+05   0.273999E+05   0.272765E+05  -0.651606E-03   0.144236E+05   0.144221E+05   0.239063E-03
   0.209157E+01   0.273907E+05   0.272557E+05  -0.149659E-03  -0.152615E-03   0.141863E+02   0.272462E+05   0.273695E+05   0.272462E+05  -0.650883E-03   0.144076E+05   0.144061E+05   0.238640E-03
   0.209294E+01   0.273603E+05   0.272255E+05  -0.149298E-03  -0.152247E-03   0.141526E+02   0.272160E+05   0.273391E+05   0.272160E+05  -0.650161E-03   0.143916E+05   0.143901E+05   0.238218E-03
   0.209430E+01   0.273300E+05   0.271953E+05  -0.148938E-03  -0.151880E-03   0.141191E+02   0.271858E+05   0.273088E+05   0.271858E+05  -0.649440E-03   0.143756E+05   0.143741E+05   0.237797E-03
   0.209567E+01   0.272997E+05   0.271652E+05  -0.148579E-03  -0.151514E-03   0.140856E+02   0.271557E+05   0.272786E+05   0.271557E+05  -0.648721E-03   0.143597E+05   0.143582E+05   0.237377E-03
   0.209703E+01   0.272695E+05   0.271351E+05  -0.148221E-03  -0.151149E-03   0.140522E+02   0.271256E+05   0.272484E+05   0.271256E+05  -0.648002E-03   0.143438E+05   0.143423E+05   0.236958E-03
   0.209840E+01   0.272393E+05   0.271051E+05  -0.147865E-03  -0.150785E-03   0.140190E+02   0.270956E+05   0.272182E+05   0.270956E+05  -0.647286E-03   0.143279E+05   0.143265E+05   0.236541E-03
   0.209977E+01   0.272092E+05   0.270751E+05  -0.147509E-03  -0.150423E-03   0.139858E+02   0.270656E+05   0.271881E+05   0.270656E+05  -0.646570E-03   0.143121E+05   0.143106E+05   0.236124E-03
   0.210113E+01   0.271791E+05   0.270452E+05  -0.147155E-03  -0.150061E-03   0.139527E+02   0.270357E+05   0.271581E+05   0.270357E+05  -0.645855E-03   0.142963E+05   0.142948E+05   0.235708E-03
   0.210250E+01   0.271491E+05   0.270153E+05  -0.146801E-03  -0.149701E-03   0.139197E+02   0.270059E+05   0.271281E+05   0.270059E+05  -0.645142E-03   0.142805E+05   0.142790E+05   0.235293E-03
   0.210386E+01   0.271191E+05   0.269855E+05  -0.146449E-03  -0.149341E-03   0.138869E+02   0.269761E+05   0.270981E+05   0.269761E+05  -0.644430E-03   0.142647E+05   0.142633E+05   0.234879E-03
   0.210523E+01   0.270892E+05   0.269557E+05  -0.146097E-03  -0.148983E-03   0.138541E+02   0.269463E+05   0.270682E+05   0.269463E+05  -0.643719E-03   0.142490E+05   0.142475E+05   0.234466E-03
   0.210660E+01   0.270594E+05   0.269260E+05  -0.145747E-03  -0.148626E-03   0.138214E+02   0.269166E+05   0.270384E+05   0.269166E+05  -0.643009E-03   0.142333E+05   0.142318E+05   0.234054E-03
   0.210796E+01   0.270295E+05   0.268963E+05  -0.145398E-03  -0.148270E-03   0.137888E+02   0.268869E+05   0.270086E+05   0.268869E+05  -0.642301E-03   0.142176E+05   0.142161E+05   0.233643E-03
   0.210933E+01   0.269998E+05   0.268667E+05  -0.145050E-03  -0.147915E-03   0.137564E+02   0.268573E+05   0.269789E+05   0.268573E+05  -0.641594E-03   0.142020E+05   0.142005E+05   0.233233E-03
   0.211069E+01   0.269701E+05   0.268372E+05  -0.144703E-03  -0.147561E-03   0.137240E+02   0.268278E+05   0.269492E+05   0.268278E+05  -0.640888E-03   0.141863E+05   0.141849E+05   0.232824E-03
   0.211206E+01   0.269404E+05   0.268077E+05  -0.144357E-03  -0.147208E-03   0.136917E+02   0.267983E+05   0.269196E+05   0.267983E+05  -0.640183E-03   0.141707E+05   0.141693E+05   0.232416E-03
   0.211343E+01   0.269108E+05   0.267782E+05  -0.144012E-03  -0.146856E-03   0.136595E+02   0.267688E+05   0.268900E+05   0.267688E+05  -0.639480E-03   0.141552E+05   0.141537E+05   0.232009E-03
   0.211479E+01   0.268813E+05   0.267488E+05  -0.143668E-03  -0.146505E-03   0.136274E+02   0.267394E+05   0.268605E+05   0.267394E+05  -0.638777E-03   0.141396E+05   0.141381E+05   0.231603E-03
   0.211616E+01   0.268518E+05   0.267194E+05  -0.143325E-03  -0.146156E-03   0.135954E+02   0.267101E+05   0.268310E+05   0.267101E+05  -0.638076E-03   0.141241E+05   0.141226E+05   0.231198E-03
   0.211752E+01   0.268223E+05   0.266901E+05  -0.142983E-03  -0.145807E-03   0.135635E+02   0.266808E+05   0.268015E+05   0.266808E+05  -0.637376E-03   0.141086E+05   0.141071E+05   0.230794E-03
   0.211889E+01   0.267929E+05   0.266609E+05  -0.142642E-03  -0.145460E-03   0.135317E+02   0.266515E+05   0.267722E+05   0.266515E+05  -0.636677E-03   0.140931E+05   0.140917E+05   0.230390E-03
   0.212025E+01   0.267635E+05   0.266316E+05  -0.142302E-03  -0.145113E-03   0.135000E+02   0.266223E+05   0.267428E+05   0.266223E+05  -0.635980E-03   0.140777E+05   0.140762E+05   0.229988E-03
   0.212162E+01   0.267342E+05   0.266025E+05  -0.141964E-03  -0.144768E-03   0.134683E+02   0.265932E+05   0.267135E+05   0.265932E+05  -0.635283E-03   0.140623E+05   0.140608E+05   0.229587E-03
   0.212299E+01   0.267050E+05   0.265734E+05  -0.141626E-03  -0.144423E-03   0.134368E+02   0.265641E+05   0.266843E+05   0.265641E+05  -0.634588E-03   0.140469E+05   0.140454E+05   0.229186E-03
   0.212435E+01   0.266758E+05   0.265443E+05  -0.141289E-03  -0.144080E-03   0.134054E+02   0.265351E+05   0.266551E+05   0.265351E+05  -0.633894E-03   0.140315E+05   0.140301E+05   0.228787E-03
   0.212572E+01   0.266466E+05   0.265153E+05  -0.140953E-03  -0.143737E-03   0.133740E+02   0.265061E+05   0.266260E+05   0.265061E+05  -0.633202E-03   0.140162E+05   0.140147E+05   0.228388E-03
   0.212708E+01   0.266175E+05   0.264863E+05  -0.140619E-03  -0.143396E-03   0.133428E+02   0.264771E+05   0.265969E+05   0.264771E+05  -0.632510E-03   0.140009E+05   0.139994E+05   0.227991E-03
   0.212845E+01   0.265885E+05   0.264574E+05  -0.140285E-03  -0.143056E-03   0.133116E+02   0.264482E+05   0.265679E+05   0.264482E+05  -0.631820E-03   0.139856E+05   0.139842E+05   0.227594E-03
   0.212982E+01   0.265595E+05   0.264286E+05  -0.139952E-03  -0.142716E-03   0.132805E+02   0.264194E+05   0.265389E+05   0.264194E+05  -0.631131E-03   0.139704E+05   0.139689E+05   0.227199E-03
   0.213118E+01   0.265305E+05   0.263998E+05  -0.139621E-03  -0.142378E-03   0.132496E+02   0.263906E+05   0.265100E+05   0.263906E+05  -0.630443E-03   0.139551E+05   0.139537E+05   0.226804E-03
   0.213255E+01   0.265016E+05   0.263710E+05  -0.139290E-03  -0.142041E-03   0.132187E+02   0.263618E+05   0.264811E+05   0.263618E+05  -0.629756E-03   0.139399E+05   0.139385E+05   0.226410E-03
   0.213391E+01   0.264728E+05   0.263423E+05  -0.138960E-03  -0.141705E-03   0.131879E+02   0.263331E+05   0.264523E+05   0.263331E+05  -0.629070E-03   0.139247E+05   0.139233E+05   0.226017E-03
   0.213528E+01   0.264439E+05   0.263136E+05  -0.138631E-03  -0.141369E-03   0.131572E+02   0.263044E+05   0.264235E+05   0.263044E+05  -0.628385E-03   0.139096E+05   0.139081E+05   0.225625E-03
   0.213665E+01   0.264152E+05   0.262850E+05  -0.138304E-03  -0.141035E-03   0.131266E+02   0.262758E+05   0.263947E+05   0.262758E+05  -0.627702E-03   0.138945E+05   0.138930E+05   0.225234E-03
   0.213801E+01   0.263865E+05   0.262564E+05  -0.137977E-03  -0.140702E-03   0.130960E+02   0.262473E+05   0.263660E+05   0.262473E+05  -0.627020E-03   0.138794E+05   0.138779E+05   0.224844E-03
   0.213938E+01   0.263578E+05   0.262279E+05  -0.137651E-03  -0.140370E-03   0.130656E+02   0.262188E+05   0.263374E+05   0.262188E+05  -0.626339E-03   0.138643E+05   0.138628E+05   0.224455E-03
   0.214074E+01   0.263292E+05   0.261994E+05  -0.137326E-03  -0.140038E-03   0.130353E+02   0.261903E+05   0.263088E+05   0.261903E+05  -0.625659E-03   0.138492E+05   0.138478E+05   0.224067E-03
   0.214211E+01   0.263006E+05   0.261710E+05  -0.137002E-03  -0.139708E-03   0.130050E+02   0.261619E+05   0.262803E+05   0.261619E+05  -0.624980E-03   0.138342E+05   0.138328E+05   0.223679E-03
   0.214348E+01   0.262721E+05   0.261426E+05  -0.136679E-03  -0.139379E-03   0.129748E+02   0.261335E+05   0.262518E+05   0.261335E+05  -0.624302E-03   0.138192E+05   0.138178E+05   0.223293E-03
   0.214484E+01   0.262437E+05   0.261143E+05  -0.136357E-03  -0.139051E-03   0.129448E+02   0.261052E+05   0.262233E+05   0.261052E+05  -0.623626E-03   0.138042E+05   0.138028E+05   0.222907E-03
   0.214621E+01   0.262152E+05   0.260860E+05  -0.136036E-03  -0.138723E-03   0.129148E+02   0.260769E+05   0.261949E+05   0.260769E+05  -0.622951E-03   0.137893E+05   0.137879E+05   0.222523E-03
   0.214757E+01   0.261869E+05   0.260578E+05  -0.135716E-03  -0.138397E-03   0.128849E+02   0.260487E+05   0.261666E+05   0.260487E+05  -0.622276E-03   0.137744E+05   0.137729E+05   0.222139E-03
   0.214894E+01   0.261585E+05   0.260296E+05  -0.135397E-03  -0.138071E-03   0.128551E+02   0.260205E+05   0.261383E+05   0.260205E+05  -0.621603E-03   0.137595E+05   0.137580E+05   0.221756E-03
   0.215031E+01   0.261303E+05   0.260015E+05  -0.135079E-03  -0.137747E-03   0.128253E+02   0.259924E+05   0.261100E+05   0.259924E+05  -0.620931E-03   0.137446E+05   0.137432E+05   0.221374E-03
   0.215167E+01   0.261020E+05   0.259734E+05  -0.134762E-03  -0.137424E-03   0.127957E+02   0.259643E+05   0.260818E+05   0.259643E+05  -0.620260E-03   0.137297E+05   0.137283E+05   0.220993E-03
   0.215304E+01   0.260738E+05   0.259454E+05  -0.134446E-03  -0.137101E-03   0.127661E+02   0.259363E+05   0.260537E+05   0.259363E+05  -0.619591E-03   0.137149E+05   0.137135E+05   0.220613E-03
   0.215440E+01   0.260457E+05   0.259174E+05  -0.134130E-03  -0.136780E-03   0.127367E+02   0.259083E+05   0.260256E+05   0.259083E+05  -0.618922E-03   0.137001E+05   0.136987E+05   0.220233E-03
   0.215577E+01   0.260176E+05   0.258894E+05  -0.133816E-03  -0.136459E-03   0.127073E+02   0.258804E+05   0.259975E+05   0.258804E+05  -0.618255E-03   0.136853E+05   0.136839E+05   0.219855E-03
   0.215714E+01   0.259896E+05   0.258615E+05  -0.133503E-03  -0.136139E-03   0.126780E+02   0.258525E+05   0.259695E+05   0.258525E+05  -0.617589E-03   0.136706E+05   0.136692E+05   0.219477E-03
   0.215850E+01   0.259616E+05   0.258337E+05  -0.133190E-03  -0.135821E-03   0.126488E+02   0.258246E+05   0.259415E+05   0.258246E+05  -0.616924E-03   0.136559E+05   0.136545E+05   0.219101E-03
   0.215987E+01   0.259337E+05   0.258059E+05  -0.132879E-03  -0.135503E-03   0.126197E+02   0.257968E+05   0.259136E+05   0.257968E+05  -0.616260E-03   0.136412E+05   0.136398E+05   0.218725E-03
   0.216123E+01   0.259058E+05   0.257781E+05  -0.132568E-03  -0.135186E-03   0.125906E+02   0.257691E+05   0.258857E+05   0.257691E+05  -0.615597E-03   0.136265E+05   0.136251E+05   0.218350E-03
   0.216260E+01   0.258779E+05   0.257504E+05  -0.132258E-03  -0.134870E-03   0.125616E+02   0.257414E+05   0.258579E+05   0.257414E+05  -0.614935E-03   0.136119E+05   0.136104E+05   0.217976E-03
   0.216397E+01   0.258501E+05   0.257227E+05  -0.131949E-03  -0.134555E-03   0.125328E+02   0.257137E+05   0.258301E+05   0.257137E+05  -0.614274E-03   0.135972E+05   0.135958E+05   0.217603E-03
   0.216533E+01   0.258224E+05   0.256951E+05  -0.131641E-03  -0.134241E-03   0.125040E+02   0.256861E+05   0.258024E+05   0.256861E+05  -0.613614E-03   0.135826E+05   0.135812E+05   0.217231E-03
   0.216670E+01   0.257946E+05   0.256675E+05  -0.131334E-03  -0.133928E-03   0.124753E+02   0.256586E+05   0.257747E+05   0.256586E+05  -0.612956E-03   0.135680E+05   0.135666E+05   0.216859E-03
   0.216806E+01   0.257670E+05   0.256400E+05  -0.131028E-03  -0.133616E-03   0.124467E+02   0.256310E+05   0.257470E+05   0.256310E+05  -0.612299E-03   0.135535E+05   0.135521E+05   0.216489E-03
   0.216943E+01   0.257394E+05   0.256125E+05  -0.130723E-03  -0.133305E-03   0.124181E+02   0.256036E+05   0.257194E+05   0.256036E+05  -0.611642E-03   0.135390E+05   0.135376E+05   0.216119E-03
   0.217080E+01   0.257118E+05   0.255851E+05  -0.130419E-03  -0.132994E-03   0.123896E+02   0.255761E+05   0.256919E+05   0.255761E+05  -0.610987E-03   0.135245E+05   0.135231E+05   0.215750E-03
   0.217216E+01   0.256843E+05   0.255577E+05  -0.130115E-03  -0.132685E-03   0.123613E+02   0.255488E+05   0.256644E+05   0.255488E+05  -0.610333E-03   0.135100E+05   0.135086E+05   0.215382E-03
   0.217353E+01   0.256568E+05   0.255303E+05  -0.129813E-03  -0.132377E-03   0.123330E+02   0.255214E+05   0.256369E+05   0.255214E+05  -0.609680E-03   0.134955E+05   0.134941E+05   0.215015E-03
   0.217489E+01   0.256294E+05   0.255030E+05  -0.129511E-03  -0.132069E-03   0.123048E+02   0.254941E+05   0.256095E+05   0.254941E+05  -0.609028E-03   0.134811E+05   0.134797E+05   0.214648E-03
   0.217626E+01   0.256020E+05   0.254758E+05  -0.129210E-03  -0.131762E-03   0.122766E+02   0.254669E+05   0.255821E+05   0.254669E+05  -0.608377E-03   0.134667E+05   0.134653E+05   0.214283E-03
   0.217763E+01   0.255746E+05   0.254486E+05  -0.128910E-03  -0.131457E-03   0.122486E+02   0.254397E+05   0.255548E+05   0.254397E+05  -0.607728E-03   0.134523E+05   0.134509E+05   0.213918E-03
   0.217899E+01   0.255473E+05   0.254214E+05  -0.128611E-03  -0.131152E-03   0.122206E+02   0.254125E+05   0.255275E+05   0.254125E+05  -0.607079E-03   0.134380E+05   0.134366E+05   0.213555E-03
   0.218036E+01   0.255201E+05   0.253943E+05  -0.128313E-03  -0.130848E-03   0.121927E+02   0.253854E+05   0.255003E+05   0.253854E+05  -0.606431E-03   0.134236E+05   0.134222E+05   0.213192E-03
   0.218172E+01   0.254929E+05   0.253672E+05  -0.128016E-03  -0.130544E-03   0.121649E+02   0.253584E+05   0.254731E+05   0.253584E+05  -0.605785E-03   0.134093E+05   0.134079E+05   0.212829E-03
   0.218309E+01   0.254657E+05   0.253402E+05  -0.127720E-03  -0.130242E-03   0.121372E+02   0.253314E+05   0.254460E+05   0.253314E+05  -0.605139E-03   0.133950E+05   0.133936E+05   0.212468E-03
   0.218445E+01   0.254386E+05   0.253132E+05  -0.127424E-03  -0.129941E-03   0.121096E+02   0.253044E+05   0.254189E+05   0.253044E+05  -0.604495E-03   0.133808E+05   0.133794E+05   0.212108E-03
   0.218582E+01   0.254115E+05   0.252863E+05  -0.127130E-03  -0.129640E-03   0.120820E+02   0.252775E+05   0.253918E+05   0.252775E+05  -0.603852E-03   0.133665E+05   0.133651E+05   0.211748E-03
   0.218719E+01   0.253845E+05   0.252594E+05  -0.126836E-03  -0.129341E-03   0.120545E+02   0.252506E+05   0.253648E+05   0.252506E+05  -0.603210E-03   0.133523E+05   0.133509E+05   0.211389E-03
   0.218855E+01   0.253575E+05   0.252325E+05  -0.126543E-03  -0.129042E-03   0.120271E+02   0.252237E+05   0.253379E+05   0.252237E+05  -0.602568E-03   0.133381E+05   0.133367E+05   0.211031E-03
   0.218992E+01   0.253306E+05   0.252057E+05  -0.126251E-03  -0.128744E-03   0.119998E+02   0.251969E+05   0.253110E+05   0.251969E+05  -0.601928E-03   0.133239E+05   0.133226E+05   0.210674E-03
   0.219128E+01   0.253037E+05   0.251790E+05  -0.125960E-03  -0.128447E-03   0.119725E+02   0.251702E+05   0.252841E+05   0.251702E+05  -0.601289E-03   0.133098E+05   0.133084E+05   0.210318E-03
   0.219265E+01   0.252768E+05   0.251523E+05  -0.125669E-03  -0.128151E-03   0.119453E+02   0.251435E+05   0.252573E+05   0.251435E+05  -0.600651E-03   0.132957E+05   0.132943E+05   0.209962E-03
   0.219402E+01   0.252500E+05   0.251256E+05  -0.125380E-03  -0.127856E-03   0.119182E+02   0.251168E+05   0.252305E+05   0.251168E+05  -0.600015E-03   0.132816E+05   0.132802E+05   0.209608E-03
   0.219538E+01   0.252233E+05   0.250990E+05  -0.125091E-03  -0.127562E-03   0.118912E+02   0.250902E+05   0.252038E+05   0.250902E+05  -0.599379E-03   0.132675E+05   0.132661E+05   0.209254E-03
   0.219675E+01   0.251966E+05   0.250724E+05  -0.124803E-03  -0.127268E-03   0.118643E+02   0.250636E+05   0.251771E+05   0.250636E+05  -0.598744E-03   0.132535E+05   0.132521E+05   0.208901E-03
   0.219811E+01   0.251699E+05   0.250458E+05  -0.124516E-03  -0.126975E-03   0.118374E+02   0.250371E+05   0.251504E+05   0.250371E+05  -0.598110E-03   0.132394E+05   0.132381E+05   0.208548E-03
   0.219948E+01   0.251433E+05   0.250194E+05  -0.124230E-03  -0.126684E-03   0.118106E+02   0.250106E+05   0.251238E+05   0.250106E+05  -0.597477E-03   0.132254E+05   0.132240E+05   0.208197E-03
   0.220085E+01   0.251167E+05   0.249929E+05  -0.123945E-03  -0.126393E-03   0.117839E+02   0.249842E+05   0.250972E+05   0.249842E+05  -0.596846E-03   0.132114E+05   0.132101E+05   0.207846E-03
   0.220221E+01   0.250901E+05   0.249665E+05  -0.123660E-03  -0.126103E-03   0.117573E+02   0.249578E+05   0.250707E+05   0.249578E+05  -0.596215E-03   0.131975E+05   0.131961E+05   0.207496E-03
   0.220358E+01   0.250637E+05   0.249401E+05  -0.123377E-03  -0.125813E-03   0.117307E+02   0.249314E+05   0.250442E+05   0.249314E+05  -0.595585E-03   0.131835E+05   0.131822E+05   0.207147E-03
   0.220494E+01   0.250372E+05   0.249138E+05  -0.123094E-03  -0.125525E-03   0.117042E+02   0.249051E+05   0.250178E+05   0.249051E+05  -0.594957E-03   0.131696E+05   0.131683E+05   0.206799E-03
   0.220631E+01   0.250108E+05   0.248875E+05  -0.122812E-03  -0.125237E-03   0.116778E+02   0.248788E+05   0.249914E+05   0.248788E+05  -0.594329E-03   0.131557E+05   0.131544E+05   0.206451E-03
   0.220768E+01   0.249844E+05   0.248613E+05  -0.122530E-03  -0.124950E-03   0.116515E+02   0.248526E+05   0.249651E+05   0.248526E+05  -0.593703E-03   0.131419E+05   0.131405E+05   0.206105E-03
   0.220904E+01   0.249581E+05   0.248351E+05  -0.122250E-03  -0.124665E-03   0.116252E+02   0.248264E+05   0.249388E+05   0.248264E+05  -0.593078E-03   0.131280E+05   0.131267E+05   0.205759E-03
   0.221041E+01   0.249318E+05   0.248090E+05  -0.121970E-03  -0.124379E-03   0.115991E+02   0.248003E+05   0.249125E+05   0.248003E+05  -0.592453E-03   0.131142E+05   0.131128E+05   0.205414E-03
   0.221177E+01   0.249056E+05   0.247829E+05  -0.121692E-03  -0.124095E-03   0.115730E+02   0.247742E+05   0.248863E+05   0.247742E+05  -0.591830E-03   0.131004E+05   0.130990E+05   0.205069E-03
   0.221314E+01   0.248794E+05   0.247568E+05  -0.121414E-03  -0.123812E-03   0.115469E+02   0.247481E+05   0.248601E+05   0.247481E+05  -0.591207E-03   0.130866E+05   0.130853E+05   0.204726E-03
   0.221451E+01   0.248533E+05   0.247308E+05  -0.121136E-03  -0.123529E-03   0.115210E+02   0.247221E+05   0.248340E+05   0.247221E+05  -0.590586E-03   0.130729E+05   0.130715E+05   0.204383E-03
   0.221587E+01   0.248271E+05   0.247048E+05  -0.120860E-03  -0.123247E-03   0.114951E+02   0.246962E+05   0.248079E+05   0.246962E+05  -0.589965E-03   0.130591E+05   0.130578E+05   0.204041E-03
   0.221724E+01   0.248011E+05   0.246789E+05  -0.120584E-03  -0.122966E-03   0.114693E+02   0.246702E+05   0.247819E+05   0.246702E+05  -0.589346E-03   0.130454E+05   0.130441E+05   0.203700E-03
   0.221860E+01   0.247751E+05   0.246530E+05  -0.120310E-03  -0.122686E-03   0.114435E+02   0.246444E+05   0.247559E+05   0.246444E+05  -0.588728E-03   0.130317E+05   0.130304E+05   0.203359E-03
   0.221997E+01   0.247491E+05   0.246271E+05  -0.120036E-03  -0.122406E-03   0.114179E+02   0.246185E+05   0.247299E+05   0.246185E+05  -0.588111E-03   0.130181E+05   0.130167E+05   0.203020E-03
   0.222134E+01   0.247232E+05   0.246013E+05  -0.119763E-03  -0.122128E-03   0.113923E+02   0.245927E+05   0.247040E+05   0.245927E+05  -0.587494E-03   0.130044E+05   0.130031E+05   0.202681E-03
   0.222270E+01   0.246973E+05   0.245756E+05  -0.119490E-03  -0.121850E-03   0.113668E+02   0.245670E+05   0.246782E+05   0.245670E+05  -0.586879E-03   0.129908E+05   0.129895E+05   0.202343E-03
   0.222407E+01   0.246714E+05   0.245498E+05  -0.119218E-03  -0.121573E-03   0.113413E+02   0.245413E+05   0.246523E+05   0.245413E+05  -0.586265E-03   0.129772E+05   0.129759E+05   0.202005E-03
   0.222543E+01   0.246456E+05   0.245242E+05  -0.118948E-03  -0.121297E-03   0.113159E+02   0.245156E+05   0.246265E+05   0.245156E+05  -0.585652E-03   0.129637E+05   0.129623E+05   0.201669E-03
   0.222680E+01   0.246198E+05   0.244985E+05  -0.118677E-03  -0.121021E-03   0.112906E+02   0.244900E+05   0.246008E+05   0.244900E+05  -0.585039E-03   0.129501E+05   0.129488E+05   0.201333E-03
   0.222817E+01   0.245941E+05   0.244729E+05  -0.118408E-03  -0.120747E-03   0.112654E+02   0.244644E+05   0.245751E+05   0.244644E+05  -0.584428E-03   0.129366E+05   0.129352E+05   0.200998E-03
   0.222953E+01   0.245684E+05   0.244474E+05  -0.118140E-03  -0.120473E-03   0.112402E+02   0.244388E+05   0.245494E+05   0.244388E+05  -0.583818E-03   0.129231E+05   0.129217E+05   0.200663E-03
   0.223090E+01   0.245428E+05   0.244218E+05  -0.117872E-03  -0.120200E-03   0.112151E+02   0.244133E+05   0.245238E+05   0.244133E+05  -0.583208E-03   0.129096E+05   0.129082E+05   0.200330E-03
   0.223226E+01   0.245172E+05   0.243964E+05  -0.117605E-03  -0.119928E-03   0.111901E+02   0.243878E+05   0.244982E+05   0.243878E+05  -0.582600E-03   0.128961E+05   0.128948E+05   0.199997E-03
   0.223363E+01   0.244916E+05   0.243709E+05  -0.117339E-03  -0.119656E-03   0.111652E+02   0.243624E+05   0.244727E+05   0.243624E+05  -0.581993E-03   0.128827E+05   0.128813E+05   0.199665E-03
   0.223500E+01   0.244661E+05   0.243456E+05  -0.117073E-03  -0.119385E-03   0.111403E+02   0.243370E+05   0.244472E+05   0.243370E+05  -0.581386E-03   0.128692E+05   0.128679E+05   0.199333E-03
