#    L    TT             EE             TE             PP             TP          
  8738   0.314932E-02  -0.179095E-04   0.920618E-04   0.953881E+04   0.961121E-01
  8739   0.314834E-02  -0.179294E-04   0.920912E-04   0.953703E+04   0.960778E-01
  8740   0.314736E-02  -0.179491E-04   0.921205E-04   0.953525E+04   0.960436E-01
  8741   0.314637E-02  -0.179688E-04   0.921496E-04   0.953348E+04   0.960093E-01
  8742   0.314539E-02  -0.179885E-04   0.921785E-04   0.953170E+04   0.959751E-01
  8743   0.314440E-02  -0.180080E-04   0.922072E-04   0.952993E+04   0.959409E-01
  8744   0.314341E-02  -0.180275E-04   0.922357E-04   0.952815E+04   0.959067E-01
  8745   0.314243E-02  -0.180469E-04   0.922640E-04   0.952638E+04   0.958725E-01
  8746   0.314144E-02  -0.180662E-04   0.922922E-04   0.952461E+04   0.958383E-01
  8747   0.314045E-02  -0.180855E-04   0.923201E-04   0.952284E+04   0.958041E-01
  8748   0.313946E-02  -0.181047E-04   0.923479E-04   0.952106E+04   0.957700E-01
  8749   0.313847E-02  -0.181238E-04   0.923755E-04   0.951929E+04   0.957359E-01
  8750   0.313748E-02  -0.181429E-04   0.924029E-04   0.951752E+04   0.957017E-01
  8751   0.313649E-02  -0.181618E-04   0.924301E-04   0.951575E+04   0.956676E-01
  8752   0.313550E-02  -0.181808E-04   0.924572E-04   0.951398E+04   0.956336E-01
  8753   0.313450E-02  -0.181996E-04   0.924840E-04   0.951221E+04   0.955995E-01
  8754   0.313351E-02  -0.182183E-04   0.925107E-04   0.951044E+04   0.955654E-01
  8755   0.313252E-02  -0.182370E-04   0.925372E-04   0.950867E+04   0.955314E-01
  8756   0.313152E-02  -0.182556E-04   0.925635E-04   0.950691E+04   0.954974E-01
  8757   0.313053E-02  -0.182742E-04   0.925896E-04   0.950514E+04   0.954633E-01
  8758   0.312953E-02  -0.182927E-04   0.926155E-04   0.950337E+04   0.954293E-01
  8759   0.312853E-02  -0.183111E-04   0.926413E-04   0.950161E+04   0.953954E-01
  8760   0.312754E-02  -0.183294E-04   0.926669E-04   0.949984E+04   0.953614E-01
  8761   0.312654E-02  -0.183477E-04   0.926922E-04   0.949808E+04   0.953274E-01
  8762   0.312554E-02  -0.183658E-04   0.927174E-04   0.949631E+04   0.952935E-01
  8763   0.312454E-02  -0.183840E-04   0.927425E-04   0.949455E+04   0.952596E-01
  8764   0.312354E-02  -0.184020E-04   0.927673E-04   0.949278E+04   0.952257E-01
  8765   0.312254E-02  -0.184200E-04   0.927919E-04   0.949102E+04   0.951918E-01
  8766   0.312154E-02  -0.184379E-04   0.928164E-04   0.948926E+04   0.951579E-01
  8767   0.312053E-02  -0.184557E-04   0.928407E-04   0.948750E+04   0.951240E-01
  8768   0.311953E-02  -0.184735E-04   0.928648E-04   0.948573E+04   0.950902E-01
  8769   0.311853E-02  -0.184911E-04   0.928887E-04   0.948397E+04   0.950563E-01
  8770   0.311752E-02  -0.185088E-04   0.929125E-04   0.948221E+04   0.950225E-01
  8771   0.311652E-02  -0.185263E-04   0.929360E-04   0.948045E+04   0.949887E-01
  8772   0.311551E-02  -0.185438E-04   0.929594E-04   0.947869E+04   0.949549E-01
  8773   0.311450E-02  -0.185612E-04   0.929826E-04   0.947693E+04   0.949212E-01
  8774   0.311350E-02  -0.185785E-04   0.930057E-04   0.947517E+04   0.948874E-01
  8775   0.311249E-02  -0.185958E-04   0.930285E-04   0.947342E+04   0.948536E-01
  8776   0.311148E-02  -0.186130E-04   0.930511E-04   0.947166E+04   0.948199E-01
  8777   0.311047E-02  -0.186301E-04   0.930736E-04   0.946990E+04   0.947862E-01
  8778   0.310946E-02  -0.186471E-04   0.930959E-04   0.946815E+04   0.947525E-01
  8779   0.310845E-02  -0.186641E-04   0.931180E-04   0.946639E+04   0.947188E-01
  8780   0.310744E-02  -0.186810E-04   0.931400E-04   0.946463E+04   0.946851E-01
  8781   0.310643E-02  -0.186979E-04   0.931617E-04   0.946288E+04   0.946515E-01
  8782   0.310541E-02  -0.187146E-04   0.931833E-04   0.946113E+04   0.946178E-01
  8783   0.310440E-02  -0.187313E-04   0.932047E-04   0.945937E+04   0.945842E-01
  8784   0.310339E-02  -0.187480E-04   0.932259E-04   0.945762E+04   0.945506E-01
  8785   0.310237E-02  -0.187645E-04   0.932470E-04   0.945587E+04   0.945170E-01
  8786   0.310136E-02  -0.187810E-04   0.932678E-04   0.945411E+04   0.944834E-01
  8787   0.310034E-02  -0.187974E-04   0.932885E-04   0.945236E+04   0.944498E-01
  8788   0.309932E-02  -0.188138E-04   0.933090E-04   0.945061E+04   0.944163E-01
  8789   0.309831E-02  -0.188301E-04   0.933293E-04   0.944886E+04   0.943827E-01
  8790   0.309729E-02  -0.188463E-04   0.933495E-04   0.944711E+04   0.943492E-01
  8791   0.309627E-02  -0.188624E-04   0.933695E-04   0.944536E+04   0.943157E-01
  8792   0.309525E-02  -0.188785E-04   0.933893E-04   0.944361E+04   0.942822E-01
  8793   0.309423E-02  -0.188945E-04   0.934089E-04   0.944186E+04   0.942487E-01
  8794   0.309321E-02  -0.189104E-04   0.934283E-04   0.944011E+04   0.942152E-01
  8795   0.309219E-02  -0.189263E-04   0.934476E-04   0.943836E+04   0.941818E-01
  8796   0.309117E-02  -0.189421E-04   0.934666E-04   0.943662E+04   0.941483E-01
  8797   0.309014E-02  -0.189578E-04   0.934855E-04   0.943487E+04   0.941149E-01
  8798   0.308912E-02  -0.189734E-04   0.935043E-04   0.943312E+04   0.940815E-01
  8799   0.308810E-02  -0.189890E-04   0.935228E-04   0.943138E+04   0.940481E-01
  8800   0.308707E-02  -0.190045E-04   0.935412E-04   0.942963E+04   0.940147E-01
  8801   0.308605E-02  -0.190200E-04   0.935594E-04   0.942789E+04   0.939813E-01
  8802   0.308502E-02  -0.190354E-04   0.935774E-04   0.942614E+04   0.939480E-01
  8803   0.308399E-02  -0.190507E-04   0.935953E-04   0.942440E+04   0.939147E-01
  8804   0.308297E-02  -0.190659E-04   0.936129E-04   0.942266E+04   0.938813E-01
  8805   0.308194E-02  -0.190811E-04   0.936304E-04   0.942092E+04   0.938480E-01
  8806   0.308091E-02  -0.190962E-04   0.936477E-04   0.941917E+04   0.938147E-01
  8807   0.307988E-02  -0.191112E-04   0.936649E-04   0.941743E+04   0.937814E-01
  8808   0.307885E-02  -0.191262E-04   0.936818E-04   0.941569E+04   0.937482E-01
  8809   0.307782E-02  -0.191411E-04   0.936986E-04   0.941395E+04   0.937149E-01
  8810   0.307679E-02  -0.191559E-04   0.937153E-04   0.941221E+04   0.936817E-01
  8811   0.307576E-02  -0.191707E-04   0.937317E-04   0.941047E+04   0.936485E-01
  8812   0.307473E-02  -0.191854E-04   0.937480E-04   0.940873E+04   0.936153E-01
  8813   0.307369E-02  -0.192000E-04   0.937640E-04   0.940699E+04   0.935821E-01
  8814   0.307266E-02  -0.192145E-04   0.937800E-04   0.940525E+04   0.935489E-01
  8815   0.307163E-02  -0.192290E-04   0.937957E-04   0.940352E+04   0.935157E-01
  8816   0.307059E-02  -0.192434E-04   0.938113E-04   0.940178E+04   0.934826E-01
  8817   0.306955E-02  -0.192578E-04   0.938267E-04   0.940004E+04   0.934494E-01
  8818   0.306852E-02  -0.192721E-04   0.938419E-04   0.939831E+04   0.934163E-01
  8819   0.306748E-02  -0.192863E-04   0.938569E-04   0.939657E+04   0.933832E-01
  8820   0.306644E-02  -0.193004E-04   0.938718E-04   0.939484E+04   0.933501E-01
  8821   0.306541E-02  -0.193145E-04   0.938865E-04   0.939310E+04   0.933170E-01
  8822   0.306437E-02  -0.193285E-04   0.939010E-04   0.939137E+04   0.932840E-01
  8823   0.306333E-02  -0.193425E-04   0.939154E-04   0.938963E+04   0.932509E-01
  8824   0.306229E-02  -0.193563E-04   0.939296E-04   0.938790E+04   0.932179E-01
  8825   0.306125E-02  -0.193701E-04   0.939436E-04   0.938617E+04   0.931848E-01
  8826   0.306021E-02  -0.193839E-04   0.939574E-04   0.938444E+04   0.931518E-01
  8827   0.305916E-02  -0.193975E-04   0.939711E-04   0.938270E+04   0.931188E-01
  8828   0.305812E-02  -0.194111E-04   0.939846E-04   0.938097E+04   0.930859E-01
  8829   0.305708E-02  -0.194247E-04   0.939979E-04   0.937924E+04   0.930529E-01
  8830   0.305603E-02  -0.194382E-04   0.940111E-04   0.937751E+04   0.930200E-01
  8831   0.305499E-02  -0.194516E-04   0.940240E-04   0.937578E+04   0.929870E-01
  8832   0.305394E-02  -0.194649E-04   0.940369E-04   0.937405E+04   0.929541E-01
  8833   0.305290E-02  -0.194782E-04   0.940495E-04   0.937233E+04   0.929212E-01
  8834   0.305185E-02  -0.194914E-04   0.940620E-04   0.937060E+04   0.928883E-01
  8835   0.305081E-02  -0.195045E-04   0.940742E-04   0.936887E+04   0.928554E-01
  8836   0.304976E-02  -0.195176E-04   0.940864E-04   0.936714E+04   0.928226E-01
  8837   0.304871E-02  -0.195306E-04   0.940983E-04   0.936542E+04   0.927897E-01
  8838   0.304766E-02  -0.195435E-04   0.941101E-04   0.936369E+04   0.927569E-01
  8839   0.304661E-02  -0.195564E-04   0.941217E-04   0.936197E+04   0.927241E-01
  8840   0.304556E-02  -0.195692E-04   0.941332E-04   0.936024E+04   0.926912E-01
  8841   0.304451E-02  -0.195819E-04   0.941444E-04   0.935852E+04   0.926585E-01
  8842   0.304346E-02  -0.195946E-04   0.941555E-04   0.935679E+04   0.926257E-01
  8843   0.304241E-02  -0.196072E-04   0.941665E-04   0.935507E+04   0.925929E-01
  8844   0.304136E-02  -0.196197E-04   0.941772E-04   0.935335E+04   0.925602E-01
  8845   0.304030E-02  -0.196322E-04   0.941878E-04   0.935162E+04   0.925274E-01
  8846   0.303925E-02  -0.196446E-04   0.941982E-04   0.934990E+04   0.924947E-01
  8847   0.303819E-02  -0.196569E-04   0.942085E-04   0.934818E+04   0.924620E-01
  8848   0.303714E-02  -0.196692E-04   0.942186E-04   0.934646E+04   0.924293E-01
  8849   0.303608E-02  -0.196814E-04   0.942285E-04   0.934474E+04   0.923966E-01
  8850   0.303503E-02  -0.196935E-04   0.942383E-04   0.934302E+04   0.923640E-01
  8851   0.303397E-02  -0.197056E-04   0.942478E-04   0.934130E+04   0.923313E-01
  8852   0.303291E-02  -0.197176E-04   0.942572E-04   0.933958E+04   0.922987E-01
  8853   0.303185E-02  -0.197295E-04   0.942665E-04   0.933786E+04   0.922661E-01
  8854   0.303080E-02  -0.197414E-04   0.942756E-04   0.933614E+04   0.922335E-01
  8855   0.302974E-02  -0.197532E-04   0.942845E-04   0.933443E+04   0.922009E-01
  8856   0.302868E-02  -0.197649E-04   0.942932E-04   0.933271E+04   0.921683E-01
  8857   0.302762E-02  -0.197766E-04   0.943018E-04   0.933099E+04   0.921357E-01
  8858   0.302656E-02  -0.197882E-04   0.943102E-04   0.932928E+04   0.921032E-01
  8859   0.302549E-02  -0.197998E-04   0.943184E-04   0.932756E+04   0.920706E-01
  8860   0.302443E-02  -0.198112E-04   0.943265E-04   0.932585E+04   0.920381E-01
  8861   0.302337E-02  -0.198227E-04   0.943344E-04   0.932413E+04   0.920056E-01
  8862   0.302231E-02  -0.198340E-04   0.943422E-04   0.932242E+04   0.919731E-01
  8863   0.302124E-02  -0.198453E-04   0.943497E-04   0.932071E+04   0.919406E-01
  8864   0.302018E-02  -0.198565E-04   0.943572E-04   0.931899E+04   0.919082E-01
  8865   0.301911E-02  -0.198677E-04   0.943644E-04   0.931728E+04   0.918757E-01
  8866   0.301805E-02  -0.198787E-04   0.943715E-04   0.931557E+04   0.918433E-01
  8867   0.301698E-02  -0.198898E-04   0.943784E-04   0.931386E+04   0.918109E-01
  8868   0.301591E-02  -0.199007E-04   0.943851E-04   0.931215E+04   0.917784E-01
  8869   0.301485E-02  -0.199116E-04   0.943917E-04   0.931044E+04   0.917460E-01
  8870   0.301378E-02  -0.199224E-04   0.943981E-04   0.930873E+04   0.917137E-01
  8871   0.301271E-02  -0.199332E-04   0.944044E-04   0.930702E+04   0.916813E-01
  8872   0.301164E-02  -0.199439E-04   0.944105E-04   0.930531E+04   0.916489E-01
  8873   0.301057E-02  -0.199545E-04   0.944164E-04   0.930360E+04   0.916166E-01
  8874   0.300950E-02  -0.199651E-04   0.944221E-04   0.930189E+04   0.915843E-01
  8875   0.300843E-02  -0.199756E-04   0.944277E-04   0.930018E+04   0.915520E-01
  8876   0.300736E-02  -0.199861E-04   0.944332E-04   0.929848E+04   0.915197E-01
  8877   0.300628E-02  -0.199964E-04   0.944384E-04   0.929677E+04   0.914874E-01
  8878   0.300521E-02  -0.200067E-04   0.944435E-04   0.929506E+04   0.914551E-01
  8879   0.300414E-02  -0.200170E-04   0.944485E-04   0.929336E+04   0.914229E-01
  8880   0.300306E-02  -0.200272E-04   0.944532E-04   0.929165E+04   0.913906E-01
  8881   0.300199E-02  -0.200373E-04   0.944578E-04   0.928995E+04   0.913584E-01
  8882   0.300091E-02  -0.200473E-04   0.944623E-04   0.928824E+04   0.913262E-01
  8883   0.299984E-02  -0.200573E-04   0.944666E-04   0.928654E+04   0.912940E-01
  8884   0.299876E-02  -0.200673E-04   0.944707E-04   0.928484E+04   0.912618E-01
  8885   0.299768E-02  -0.200771E-04   0.944746E-04   0.928314E+04   0.912297E-01
  8886   0.299661E-02  -0.200869E-04   0.944784E-04   0.928143E+04   0.911975E-01
  8887   0.299553E-02  -0.200967E-04   0.944821E-04   0.927973E+04   0.911654E-01
  8888   0.299445E-02  -0.201063E-04   0.944855E-04   0.927803E+04   0.911332E-01
  8889   0.299337E-02  -0.201159E-04   0.944888E-04   0.927633E+04   0.911011E-01
  8890   0.299229E-02  -0.201255E-04   0.944920E-04   0.927463E+04   0.910690E-01
  8891   0.299121E-02  -0.201350E-04   0.944950E-04   0.927293E+04   0.910369E-01
  8892   0.299013E-02  -0.201444E-04   0.944978E-04   0.927123E+04   0.910049E-01
  8893   0.298905E-02  -0.201537E-04   0.945005E-04   0.926953E+04   0.909728E-01
  8894   0.298797E-02  -0.201630E-04   0.945030E-04   0.926784E+04   0.909408E-01
  8895   0.298688E-02  -0.201723E-04   0.945053E-04   0.926614E+04   0.909087E-01
  8896   0.298580E-02  -0.201814E-04   0.945075E-04   0.926444E+04   0.908767E-01
  8897   0.298472E-02  -0.201905E-04   0.945095E-04   0.926274E+04   0.908447E-01
  8898   0.298363E-02  -0.201996E-04   0.945114E-04   0.926105E+04   0.908127E-01
  8899   0.298255E-02  -0.202085E-04   0.945131E-04   0.925935E+04   0.907807E-01
  8900   0.298146E-02  -0.202174E-04   0.945146E-04   0.925766E+04   0.907488E-01
  8901   0.298038E-02  -0.202263E-04   0.945160E-04   0.925596E+04   0.907168E-01
  8902   0.297929E-02  -0.202351E-04   0.945172E-04   0.925427E+04   0.906849E-01
  8903   0.297820E-02  -0.202438E-04   0.945182E-04   0.925258E+04   0.906530E-01
  8904   0.297711E-02  -0.202525E-04   0.945191E-04   0.925088E+04   0.906211E-01
  8905   0.297603E-02  -0.202611E-04   0.945199E-04   0.924919E+04   0.905892E-01
  8906   0.297494E-02  -0.202696E-04   0.945205E-04   0.924750E+04   0.905573E-01
  8907   0.297385E-02  -0.202781E-04   0.945209E-04   0.924581E+04   0.905255E-01
  8908   0.297276E-02  -0.202865E-04   0.945211E-04   0.924411E+04   0.904936E-01
  8909   0.297167E-02  -0.202948E-04   0.945212E-04   0.924242E+04   0.904618E-01
  8910   0.297058E-02  -0.203031E-04   0.945212E-04   0.924073E+04   0.904300E-01
  8911   0.296948E-02  -0.203113E-04   0.945210E-04   0.923904E+04   0.903982E-01
  8912   0.296839E-02  -0.203195E-04   0.945206E-04   0.923735E+04   0.903664E-01
  8913   0.296730E-02  -0.203276E-04   0.945201E-04   0.923567E+04   0.903346E-01
  8914   0.296621E-02  -0.203356E-04   0.945194E-04   0.923398E+04   0.903028E-01
  8915   0.296511E-02  -0.203436E-04   0.945185E-04   0.923229E+04   0.902711E-01
  8916   0.296402E-02  -0.203515E-04   0.945175E-04   0.923060E+04   0.902393E-01
  8917   0.296292E-02  -0.203594E-04   0.945163E-04   0.922892E+04   0.902076E-01
  8918   0.296183E-02  -0.203671E-04   0.945150E-04   0.922723E+04   0.901759E-01
  8919   0.296073E-02  -0.203749E-04   0.945135E-04   0.922554E+04   0.901442E-01
  8920   0.295964E-02  -0.203825E-04   0.945119E-04   0.922386E+04   0.901125E-01
  8921   0.295854E-02  -0.203901E-04   0.945101E-04   0.922217E+04   0.900808E-01
  8922   0.295744E-02  -0.203977E-04   0.945082E-04   0.922049E+04   0.900492E-01
  8923   0.295634E-02  -0.204052E-04   0.945061E-04   0.921881E+04   0.900176E-01
  8924   0.295524E-02  -0.204126E-04   0.945038E-04   0.921712E+04   0.899859E-01
  8925   0.295414E-02  -0.204199E-04   0.945014E-04   0.921544E+04   0.899543E-01
  8926   0.295304E-02  -0.204272E-04   0.944988E-04   0.921376E+04   0.899227E-01
  8927   0.295194E-02  -0.204345E-04   0.944961E-04   0.921208E+04   0.898911E-01
  8928   0.295084E-02  -0.204416E-04   0.944932E-04   0.921039E+04   0.898596E-01
  8929   0.294974E-02  -0.204487E-04   0.944902E-04   0.920871E+04   0.898280E-01
  8930   0.294864E-02  -0.204558E-04   0.944870E-04   0.920703E+04   0.897965E-01
  8931   0.294754E-02  -0.204628E-04   0.944836E-04   0.920535E+04   0.897649E-01
  8932   0.294643E-02  -0.204697E-04   0.944801E-04   0.920367E+04   0.897334E-01
  8933   0.294533E-02  -0.204766E-04   0.944765E-04   0.920200E+04   0.897019E-01
  8934   0.294423E-02  -0.204834E-04   0.944726E-04   0.920032E+04   0.896704E-01
  8935   0.294312E-02  -0.204901E-04   0.944687E-04   0.919864E+04   0.896389E-01
  8936   0.294202E-02  -0.204968E-04   0.944646E-04   0.919696E+04   0.896075E-01
  8937   0.294091E-02  -0.205034E-04   0.944603E-04   0.919528E+04   0.895760E-01
  8938   0.293981E-02  -0.205100E-04   0.944558E-04   0.919361E+04   0.895446E-01
  8939   0.293870E-02  -0.205165E-04   0.944513E-04   0.919193E+04   0.895132E-01
  8940   0.293759E-02  -0.205229E-04   0.944465E-04   0.919026E+04   0.894818E-01
  8941   0.293648E-02  -0.205293E-04   0.944416E-04   0.918858E+04   0.894504E-01
  8942   0.293538E-02  -0.205357E-04   0.944366E-04   0.918691E+04   0.894190E-01
  8943   0.293427E-02  -0.205419E-04   0.944314E-04   0.918523E+04   0.893876E-01
  8944   0.293316E-02  -0.205481E-04   0.944260E-04   0.918356E+04   0.893563E-01
  8945   0.293205E-02  -0.205543E-04   0.944205E-04   0.918189E+04   0.893249E-01
  8946   0.293094E-02  -0.205603E-04   0.944149E-04   0.918021E+04   0.892936E-01
  8947   0.292983E-02  -0.205664E-04   0.944091E-04   0.917854E+04   0.892623E-01
  8948   0.292872E-02  -0.205723E-04   0.944031E-04   0.917687E+04   0.892310E-01
  8949   0.292760E-02  -0.205782E-04   0.943970E-04   0.917520E+04   0.891997E-01
  8950   0.292649E-02  -0.205841E-04   0.943907E-04   0.917353E+04   0.891685E-01
  8951   0.292538E-02  -0.205898E-04   0.943843E-04   0.917186E+04   0.891372E-01
  8952   0.292426E-02  -0.205956E-04   0.943777E-04   0.917019E+04   0.891060E-01
  8953   0.292315E-02  -0.206012E-04   0.943710E-04   0.916852E+04   0.890747E-01
  8954   0.292204E-02  -0.206068E-04   0.943641E-04   0.916685E+04   0.890435E-01
  8955   0.292092E-02  -0.206124E-04   0.943571E-04   0.916518E+04   0.890123E-01
  8956   0.291981E-02  -0.206178E-04   0.943499E-04   0.916351E+04   0.889811E-01
  8957   0.291869E-02  -0.206233E-04   0.943426E-04   0.916185E+04   0.889500E-01
  8958   0.291757E-02  -0.206286E-04   0.943351E-04   0.916018E+04   0.889188E-01
  8959   0.291646E-02  -0.206339E-04   0.943275E-04   0.915851E+04   0.888876E-01
  8960   0.291534E-02  -0.206392E-04   0.943197E-04   0.915685E+04   0.888565E-01
  8961   0.291422E-02  -0.206444E-04   0.943118E-04   0.915518E+04   0.888254E-01
  8962   0.291310E-02  -0.206495E-04   0.943037E-04   0.915352E+04   0.887943E-01
  8963   0.291198E-02  -0.206546E-04   0.942955E-04   0.915185E+04   0.887632E-01
  8964   0.291086E-02  -0.206596E-04   0.942871E-04   0.915019E+04   0.887321E-01
  8965   0.290974E-02  -0.206645E-04   0.942786E-04   0.914853E+04   0.887011E-01
  8966   0.290862E-02  -0.206694E-04   0.942699E-04   0.914686E+04   0.886700E-01
  8967   0.290750E-02  -0.206742E-04   0.942611E-04   0.914520E+04   0.886390E-01
  8968   0.290638E-02  -0.206790E-04   0.942521E-04   0.914354E+04   0.886079E-01
  8969   0.290526E-02  -0.206837E-04   0.942430E-04   0.914188E+04   0.885769E-01
  8970   0.290413E-02  -0.206884E-04   0.942337E-04   0.914022E+04   0.885459E-01
  8971   0.290301E-02  -0.206930E-04   0.942243E-04   0.913856E+04   0.885149E-01
  8972   0.290189E-02  -0.206975E-04   0.942147E-04   0.913690E+04   0.884840E-01
  8973   0.290076E-02  -0.207020E-04   0.942050E-04   0.913524E+04   0.884530E-01
  8974   0.289964E-02  -0.207064E-04   0.941951E-04   0.913358E+04   0.884221E-01
  8975   0.289851E-02  -0.207108E-04   0.941851E-04   0.913192E+04   0.883911E-01
  8976   0.289739E-02  -0.207151E-04   0.941749E-04   0.913026E+04   0.883602E-01
